,lat,lon,speed,lon_acc,lat_acc,time,dist_to_start,dist_to_end,veh_id,segment_id,temp_distance,one_axis_trajectory,closest_traffic_light,distance_to_traffic_light,normalized_trajectory,closest_cell
33,37.979866,23.735678,30.9306,0.7848,-0.1055,1.32,19.63622760797008,448.9737036547766,32.0,1.0,3.2707849678054908,2642243.588593106,1,49.50425708912076,78.99756597998494,cell_3
34,37.979863,23.735681,31.0441,0.7919,-0.1062,1.36,20.059508274291844,448.56525133509143,32.0,1.0,3.2171283623026516,2642243.9225515784,1,49.080384306539045,79.71572567116725,cell_3
35,37.979861,23.735683,31.1589,0.8024,-0.1066,1.4,20.341729529596066,448.2929666214251,32.0,1.0,3.1813572913803885,2642244.1451905603,1,48.7978102122891,80.19449879895592,cell_3
36,37.979858,23.735685,31.2747,0.8061,-0.1068,1.44,20.705648467989914,447.9178138446696,32.0,1.0,3.2146183957046377,2642244.3678295417,1,48.42411821922085,80.6732719257432,cell_3
37,37.979855,23.735687,31.3906,0.8041,-0.1068,1.48,21.07002160362658,447.54266389716753,32.0,1.0,3.247879498265018,2642244.590468523,1,48.050470146567726,81.15204505253048,cell_3
38,37.979853,23.735689,31.5059,0.7962,-0.1066,1.52,21.35246881087499,447.2704050665472,32.0,1.0,3.212108426988601,2642244.813107505,1,47.7678692503844,81.63081818031915,cell_3
39,37.97985,23.735691,31.6202,0.7919,-0.106,1.56,21.7173593617051,446.8952641675791,32.0,1.0,3.245369531314922,2642245.0357464864,1,47.39424956700355,82.10959130710644,cell_4
40,37.979847,23.735693,31.7342,0.7911,-0.1053,1.6,22.082651214811555,446.52012612420816,32.0,1.0,3.2786306345815404,2642245.258385468,1,47.02067591193773,82.58836443389373,cell_4
41,37.979845,23.735695,31.8476,0.7836,-0.1043,1.64,22.365277207234794,446.24789332573374,32.0,1.0,3.242859563303052,2642245.481024449,1,46.73804775733417,83.067137560681,cell_4
42,37.979842,23.735698,31.9595,0.7702,-0.1031,1.68,22.78924151796358,445.8395696744663,32.0,1.0,3.1892029574488183,2642245.814982922,1,46.31411673488152,83.78529725186333,cell_4
43,37.979839,23.7357,32.069,0.751,-0.1016,1.72,23.1550836562131,445.46445016889936,32.0,1.0,3.2224640607147466,2642246.0376219037,1,45.94054822042762,84.264070379652,cell_4
44,37.979837,23.735702,32.1756,0.7303,-0.0999,1.76,23.43780691308834,445.19225777259913,32.0,1.0,3.18669298943833,2642246.260260885,1,45.65791809160332,84.74284350643927,cell_4
45,37.979834,23.735704,32.2796,0.7131,-0.0979,1.8,23.804054372962977,444.8171474833267,32.0,1.0,3.2199540937639592,2642246.4828998665,1,45.28438085798452,85.22161663322656,cell_4
46,37.979831,23.735706,32.3811,0.6967,-0.0958,1.84,24.17062742274756,444.44204011546,32.0,1.0,3.253215197031269,2642246.7055388484,1,44.910893189047165,85.70038976101522,cell_4
47,37.979828,23.735709,32.4804,0.6822,-0.0933,1.88,24.59489273656248,444.0337962586767,32.0,1.0,3.1995585908228805,2642247.0394973205,1,44.48690768092518,86.41854945119614,cell_4
48,37.979826,23.735711,32.5777,0.6696,-0.0907,1.92,24.877745562716388,443.7616509062615,32.0,1.0,3.163787519546464,2642247.262136302,1,44.20425804377582,86.89732257798343,cell_4
49,37.979823,23.735713,32.6729,0.6524,-0.0878,1.96,25.244742680035227,443.38656240371586,32.0,1.0,3.1970486228123907,2642247.484775284,1,43.83077796571752,87.3760957057721,cell_4
50,37.97982,23.735715,32.7655,0.6336,-0.085,2.0,25.612025602672684,443.0114768677088,32.0,1.0,3.230309726784557,2642247.7074142653,1,43.45735009127577,87.85486883255939,cell_4
51,37.979817,23.735718,32.8557,0.6202,-0.0821,2.04,26.036440751463218,442.60330398981574,32.0,1.0,3.176653120930325,2642248.0413727374,1,43.03333412132417,88.57302852274032,cell_4
52,37.979815,23.73572,32.9442,0.6081,-0.0793,2.08,26.319390275677225,442.3312060850407,32.0,1.0,3.1408820478879664,2642248.2640117193,1,42.75066408902183,89.05180165052899,cell_4
53,37.979812,23.735722,33.0313,0.6024,-0.0764,2.12,26.687032624950454,441.9561396474387,32.0,1.0,3.1741431532726088,2642248.4866507007,1,42.37724567239501,89.53057477731626,cell_4
54,37.979809,23.735724,33.1181,0.6033,-0.0736,2.16,27.054928016571143,441.58107622400297,32.0,1.0,3.2074042558322984,2642248.709289683,1,42.00388236296355,90.00934790610631,cell_4
55,37.979806,23.735727,33.2053,0.6071,-0.0708,2.2,27.47945404312024,441.17297493591946,32.0,1.0,3.153747648917673,2642249.043248155,1,41.57983456913954,90.72750759628724,cell_5
56,37.979804,23.735729,33.2935,0.6186,-0.0681,2.24,27.762475286517247,440.90092488701,32.0,1.0,3.117976579056495,2642249.2658871366,1,41.297143216340245,91.20628072307451,cell_5
57,37.979801,23.735731,33.3833,0.6287,-0.0653,2.28,28.13067786554796,440.5258807968638,32.0,1.0,3.151237681260647,2642249.4885261185,1,40.923791507954405,91.68505385086318,cell_5
58,37.979798,23.735734,33.4743,0.6348,-0.0626,2.32,28.55525228464642,440.1178418504117,32.0,1.0,3.0975810757619513,2642249.8224845906,1,40.49973795310375,92.40321354104412,cell_5
59,37.979795,23.735736,33.5663,0.6433,-0.0599,2.36,28.923713313404967,439.7428106890323,32.0,1.0,3.1308421797327353,2642250.045123572,1,40.12641707544634,92.8819866678314,cell_5
60,37.979792,23.735738,33.6598,0.6543,-0.0573,2.4,29.29238748373653,439.3677826172841,32.0,1.0,3.1641032833514364,2642250.267762554,1,39.7531562574493,93.36075979562007,cell_5
61,37.979789,23.735741,33.755,0.6688,-0.0547,2.44,29.71702673287659,438.9597951725602,32.0,1.0,3.110446676792347,2642250.601721026,1,39.32906011623868,94.078919485801,cell_5
62,37.979787,23.735743,33.8527,0.6883,-0.0521,2.48,30.000121387019338,438.6878212263219,32.0,1.0,3.074675605517311,2642250.8243600074,1,39.04633636331146,94.55769261258828,cell_5
63,37.979784,23.735745,33.9532,0.7066,-0.0495,2.52,30.369040807038353,438.3128128635349,32.0,1.0,3.1079367091346315,2642251.0469989893,1,38.67309089577866,95.03646574037695,cell_5
