,inflow,time,link_id
516416,1,571.88,1
516417,1,571.92,1
516418,1,571.96,1
516419,1,572.0,1
516420,1,572.04,1
516421,1,572.08,1
516422,1,572.12,1
516423,1,572.16,1
516424,1,572.2,1
516425,1,572.24,1
516426,1,572.28,1
516427,1,572.32,1
516428,1,572.36,1
516429,1,572.4,1
516430,1,572.44,1
516431,1,572.48,1
516432,1,572.52,1
516433,1,572.56,1
516434,1,572.6,1
516435,1,572.64,1
516436,1,572.68,1
516437,1,572.72,1
516438,1,572.76,1
516439,1,572.8,1
516440,1,572.84,1
516441,1,572.88,1
516442,1,572.92,1
516443,1,572.96,1
516444,1,573.0,1
516445,1,573.04,1
516446,1,573.08,1
516447,1,573.12,1
516448,1,573.16,1
516449,1,573.2,1
516450,1,573.24,1
516451,1,573.28,1
516452,1,573.32,1
516453,1,573.36,1
516454,1,573.4,1
516455,1,573.44,1
516456,1,573.48,1
516457,1,573.52,1
516458,1,573.56,1
516459,1,573.6,1
516460,1,573.64,1
516461,1,573.68,1
516462,1,573.72,1
516463,1,573.76,1
516464,1,573.8,1
516465,1,573.84,1
516466,1,573.88,1
516467,1,573.92,1
516468,1,573.96,1
516469,1,574.0,1
516470,1,574.04,1
516471,1,574.08,1
516472,1,574.12,1
516473,1,574.16,1
516474,1,574.2,1
516475,1,574.24,1
516476,1,574.28,1
516477,1,574.32,1
516478,1,574.36,1
516479,1,574.4,1
516480,1,574.44,1
516481,1,574.48,1
516482,1,574.52,1
516483,1,574.56,1
516484,1,574.6,1
516485,1,574.64,1
516486,1,574.68,1
516513,1,575.76,1
516514,1,575.8,1
516515,1,575.84,1
516516,1,575.88,1
516517,1,575.92,1
516518,1,575.96,1
516519,1,576.0,1
516520,1,576.04,1
516521,1,576.08,1
516522,1,576.12,1
516523,1,576.16,1
516524,1,576.2,1
516525,1,576.24,1
516526,1,576.28,1
516527,1,576.32,1
516528,1,576.36,1
516529,1,576.4,1
516530,1,576.44,1
516531,1,576.48,1
516532,1,576.52,1
516533,1,576.56,1
516534,1,576.6,1
516535,1,576.64,1
516536,1,576.68,1
516537,1,576.72,1
516538,1,576.76,1
516539,1,576.8,1
516540,1,576.84,1
516541,1,576.88,1
516542,1,576.92,1
516543,1,576.96,1
516544,1,577.0,1
516545,1,577.04,1
516546,1,577.08,1
516547,1,577.12,1
516548,1,577.16,1
516549,1,577.2,1
516550,1,577.24,1
516551,1,577.28,1
516552,1,577.32,1
516553,1,577.36,1
516554,1,577.4,1
516555,1,577.44,1
516556,1,577.48,1
517936,1,601.72,1
517937,1,601.76,1
517938,1,601.8,1
517939,1,601.84,1
517940,1,601.88,1
517941,1,601.92,1
517942,1,601.96,1
517943,1,602.0,1
517944,1,602.04,1
517945,1,602.08,1
517946,1,602.12,1
517947,1,602.16,1
517948,1,602.2,1
517949,1,602.24,1
517950,1,602.28,1
517951,1,602.32,1
517952,1,602.36,1
517953,1,602.4,1
517954,1,602.44,1
517955,1,602.48,1
517956,1,602.52,1
517957,1,602.56,1
517958,1,602.6,1
517959,1,602.64,1
517960,1,602.68,1
517961,1,602.72,1
517962,1,602.76,1
517963,1,602.8,1
517964,1,602.84,1
517965,1,602.88,1
517966,1,602.92,1
517967,1,602.96,1
517968,1,603.0,1
517969,1,603.04,1
517970,1,603.08,1
517971,1,603.12,1
517972,1,603.16,1
517973,1,603.2,1
517974,1,603.24,1
517975,1,603.28,1
517976,1,603.32,1
517977,1,603.36,1
517978,1,603.4,1
517979,1,603.44,1
517980,1,603.48,1
517981,1,603.52,1
517982,1,603.56,1
517983,1,603.6,1
517984,1,603.64,1
517985,1,603.68,1
517986,1,603.72,1
517987,1,603.76,1
517988,1,603.8,1
517989,1,603.84,1
517990,1,603.88,1
517991,1,603.92,1
517992,1,603.96,1
518043,1,605.28,1
518044,1,605.32,1
518045,1,605.36,1
518046,1,605.4,1
518047,1,605.44,1
518048,1,605.48,1
518049,1,605.52,1
518050,1,605.56,1
518051,1,605.6,1
518052,1,605.64,1
518053,1,605.68,1
518054,1,605.72,1
518055,1,605.76,1
518056,1,605.8,1
518057,1,605.84,1
518058,1,605.88,1
518059,1,605.92,1
518060,1,605.96,1
518061,1,606.0,1
518062,1,606.04,1
518063,1,606.08,1
518064,1,606.12,1
518065,1,606.16,1
518066,1,606.2,1
518067,1,606.24,1
518068,1,606.28,1
518069,1,606.32,1
518070,1,606.36,1
518071,1,606.4,1
518072,1,606.44,1
518073,1,606.48,1
518074,1,606.52,1
518075,1,606.56,1
518076,1,606.6,1
518077,1,606.64,1
518078,1,606.68,1
518369,1,584.04,1
518370,1,584.08,1
518371,1,584.12,1
518372,1,584.16,1
518373,1,584.2,1
518374,1,584.24,1
518375,2,584.28,1
518376,2,584.32,1
518377,2,584.36,1
518378,2,584.4,1
518379,2,584.44,1
518380,2,584.48,1
518381,2,584.52,1
518382,2,584.56,1
520615,2,587.16,1
520616,2,587.2,1
520617,2,587.24,1
520618,2,587.28,1
520619,2,587.32,1
520620,2,587.36,1
520621,2,587.4,1
520622,2,587.44,1
520623,2,587.48,1
520624,2,587.52,1
520625,2,587.56,1
520626,2,587.6,1
520627,2,587.64,1
520628,2,587.68,1
520629,2,587.72,1
520630,2,587.76,1
521753,2,585.48,1
521754,2,585.52,1
521755,2,585.56,1
521756,2,585.6,1
521757,2,585.64,1
521758,2,585.68,1
521759,2,585.72,1
521760,2,585.76,1
521761,2,585.8,1
521762,2,585.84,1
521763,2,585.88,1
521764,2,585.92,1
521765,3,585.96,1
521766,3,586.0,1
521767,2,586.04,1
521768,2,586.08,1
522887,1,586.12,1
522888,1,586.16,1
522889,1,586.2,1
522890,1,586.24,1
522891,1,586.28,1
522892,1,586.32,1
522893,1,586.36,1
522894,1,586.4,1
522895,1,586.44,1
522896,1,586.48,1
522897,1,586.52,1
522898,1,586.56,1
524423,1,587.8,1
524424,1,587.84,1
524425,1,587.88,1
524426,1,587.92,1
524427,1,587.96,1
524428,1,588.0,1
524429,1,588.04,1
524430,1,588.08,1
524431,1,588.12,1
524432,1,588.16,1
524433,1,588.2,1
524434,1,588.24,1
524435,1,588.28,1
524436,1,588.32,1
524437,1,588.36,1
524438,1,588.4,1
524439,1,588.44,1
525924,1,588.96,1
525925,1,589.0,1
525926,1,589.04,1
526470,1,589.32,1
526471,1,589.36,1
526472,1,589.4,1
526473,1,589.44,1
526474,1,589.48,1
526475,1,589.52,1
526476,1,589.56,1
526477,1,589.6,1
526478,1,589.64,1
526479,1,589.68,1
526480,1,589.72,1
526481,1,589.76,1
526482,1,589.8,1
526483,1,589.84,1
526484,1,589.88,1
529286,2,591.44,1
529287,2,591.48,1
529288,2,591.52,1
529289,2,591.56,1
529290,2,591.6,1
529291,2,591.64,1
529292,2,591.68,1
529293,2,591.72,1
529294,2,591.76,1
529295,2,591.8,1
529296,1,591.84,1
529297,1,591.88,1
529298,1,591.92,1
529299,1,591.96,1
529300,1,592.0,1
532172,2,591.2,1
532173,2,591.24,1
532174,2,591.28,1
532175,2,591.32,1
532176,2,591.36,1
532177,1,591.4,1
535664,1,590.88,1
535665,1,590.92,1
535666,1,590.96,1
535667,1,591.0,1
535668,1,591.04,1
535669,1,591.08,1
535670,1,591.12,1
535671,1,591.16,1
536943,1,595.84,1
536944,1,595.88,1
536945,1,595.92,1
536946,1,595.96,1
536947,1,596.0,1
536948,1,596.04,1
536949,1,596.08,1
536950,1,596.12,1
536951,1,596.16,1
536952,1,596.2,1
536953,1,596.24,1
536954,1,596.28,1
536955,1,596.32,1
536956,2,596.36,1
536957,2,596.4,1
536958,2,596.44,1
536959,2,596.48,1
536960,2,596.52,1
536961,2,596.56,1
536962,2,596.6,1
536963,2,596.64,1
536964,2,596.68,1
538401,1,596.72,1
538402,1,596.76,1
539132,1,596.88,1
539133,1,596.92,1
539134,1,596.96,1
539135,1,597.0,1
539136,1,597.04,1
539137,1,597.08,1
539138,1,597.12,1
539139,1,597.16,1
539140,1,597.2,1
539141,1,597.24,1
539142,1,597.28,1
539143,1,597.32,1
539144,1,597.36,1
539145,1,597.4,1
541842,1,595.32,1
541843,1,595.36,1
541844,1,595.4,1
541845,1,595.44,1
541846,1,595.48,1
541847,1,595.52,1
541848,1,595.56,1
541849,1,595.6,1
541850,1,595.64,1
541851,1,595.68,1
545047,1,630.0,1
545048,1,630.04,1
545049,1,630.08,1
545050,1,630.12,1
545051,1,630.16,1
545052,1,630.2,1
545053,1,630.24,1
545054,1,630.28,1
545055,1,630.32,1
545056,1,630.36,1
545057,1,630.4,1
545058,1,630.44,1
545059,1,630.48,1
545060,1,630.52,1
545061,1,630.56,1
545062,1,630.6,1
545063,1,630.64,1
545064,1,630.68,1
545915,1,608.4,1
545916,1,608.44,1
545917,1,608.48,1
545918,1,608.52,1
545919,1,608.56,1
545920,1,608.6,1
545921,1,608.64,1
545922,1,608.68,1
545923,1,608.72,1
545924,1,608.76,1
545925,1,608.8,1
545926,1,608.84,1
545927,1,608.88,1
545928,1,608.92,1
545929,1,608.96,1
545930,1,609.0,1
545931,1,609.04,1
545932,1,609.08,1
545933,1,609.12,1
545934,1,609.16,1
545935,1,609.2,1
545936,1,609.24,1
545937,1,609.28,1
545938,1,609.32,1
545939,1,609.36,1
545940,1,609.4,1
545941,1,609.44,1
545942,1,609.48,1
545943,1,609.52,1
545944,1,609.56,1
545945,1,609.6,1
545946,1,609.64,1
545947,1,609.68,1
545948,1,609.72,1
545949,1,609.76,1
545950,1,609.8,1
545951,1,609.84,1
545952,1,609.88,1
545953,1,609.92,1
545954,1,609.96,1
545955,1,610.0,1
545956,1,610.04,1
545957,1,610.08,1
545958,1,610.12,1
545959,1,610.16,1
545960,1,610.2,1
545961,1,610.24,1
545962,1,610.28,1
545963,1,610.32,1
545964,1,610.36,1
546299,1,631.28,1
546300,1,631.32,1
546301,1,631.36,1
546302,1,631.4,1
546303,1,631.44,1
546304,2,631.48,1
546305,3,631.52,1
546306,3,631.56,1
546307,3,631.6,1
546308,4,631.64,1
546309,4,631.68,1
546310,4,631.72,1
559298,3,631.76,1
559299,3,631.8,1
559300,3,631.84,1
559301,2,631.88,1
559302,1,631.92,1
559303,1,631.96,1
559304,1,632.0,1
559305,1,632.04,1
559306,1,632.08,1
559307,1,632.12,1
559308,1,632.16,1
559309,1,632.2,1
559310,1,632.24,1
559311,1,632.28,1
560637,1,636.08,1
560638,1,636.12,1
560639,1,636.16,1
560640,1,636.2,1
560641,1,636.24,1
560642,2,636.28,1
560643,2,636.32,1
560644,2,636.36,1
560645,2,636.4,1
560646,2,636.44,1
560647,2,636.48,1
560648,2,636.52,1
560649,2,636.56,1
560650,2,636.6,1
560651,2,636.64,1
560652,2,636.68,1
560653,2,636.72,1
560654,3,636.76,1
560655,3,636.8,1
560656,2,636.84,1
560657,2,636.88,1
560658,2,636.92,1
560659,2,636.96,1
560660,2,637.0,1
560661,2,637.04,1
560662,3,637.08,1
560663,3,637.12,1
560664,3,637.16,1
560665,3,637.2,1
560666,3,637.24,1
561698,1,632.56,1
561699,1,632.6,1
561700,2,632.64,1
561701,2,632.68,1
561702,2,632.72,1
561703,2,632.76,1
561704,2,632.8,1
561705,2,632.84,1
561706,2,632.88,1
561707,2,632.92,1
561708,2,632.96,1
561709,2,633.0,1
561710,2,633.04,1
561711,2,633.08,1
561712,1,633.12,1
562650,1,633.64,1
562651,1,633.68,1
562652,1,633.72,1
562653,1,633.76,1
562654,1,633.8,1
562655,1,633.84,1
562656,1,633.88,1
562657,1,633.92,1
562658,1,633.96,1
562659,1,634.0,1
562660,1,634.04,1
562661,1,634.08,1
562662,1,634.12,1
562663,2,634.16,1
562664,2,634.2,1
562665,2,634.24,1
562666,2,634.28,1
562667,2,634.32,1
562668,2,634.36,1
562669,2,634.4,1
562670,2,634.44,1
562671,3,634.48,1
565735,1,637.8,1
565736,1,637.84,1
565737,1,637.88,1
565738,1,637.92,1
565739,1,637.96,1
565740,1,638.0,1
565741,1,638.04,1
565742,1,638.08,1
565743,1,638.12,1
565744,1,638.16,1
565745,1,638.2,1
565746,1,638.24,1
565747,1,638.28,1
565748,1,638.32,1
565749,1,638.36,1
565750,1,638.4,1
565751,1,638.44,1
565752,1,638.48,1
565753,1,638.52,1
565754,1,638.56,1
565755,1,638.6,1
565756,1,638.64,1
565757,1,638.68,1
565758,1,638.72,1
565759,1,638.76,1
565760,1,638.8,1
565761,1,638.84,1
565762,1,638.88,1
565763,1,638.92,1
565764,1,638.96,1
565765,1,639.0,1
568116,1,645.72,1
568117,1,645.76,1
568118,1,645.8,1
568119,1,645.84,1
568120,1,645.88,1
568121,1,645.92,1
568122,1,645.96,1
568123,1,646.0,1
568124,1,646.04,1
568125,1,646.08,1
568126,1,646.12,1
568127,1,646.16,1
568128,1,646.2,1
568129,1,646.24,1
568130,1,646.28,1
568131,1,646.32,1
568132,1,646.36,1
568133,1,646.4,1
568134,1,646.44,1
568135,1,646.48,1
568136,1,646.52,1
568137,1,646.56,1
568138,1,646.6,1
568139,1,646.64,1
568140,1,646.68,1
568141,1,646.72,1
568142,1,646.76,1
568143,1,646.8,1
568144,1,646.84,1
568145,1,646.88,1
568146,1,646.92,1
568147,1,646.96,1
568148,1,647.0,1
568149,1,647.04,1
568150,1,647.08,1
568151,1,647.12,1
568152,1,647.16,1
568153,1,647.2,1
568154,1,647.24,1
568155,1,647.28,1
568156,1,647.32,1
568157,1,647.36,1
568158,1,647.4,1
568159,1,647.44,1
568160,1,647.48,1
568161,1,647.52,1
568162,1,647.56,1
568163,1,647.6,1
568164,1,647.64,1
568165,1,647.68,1
568166,1,647.72,1
568551,2,637.28,1
568552,2,637.32,1
568553,2,637.36,1
568554,2,637.4,1
568555,2,637.44,1
568556,2,637.48,1
568557,2,637.52,1
568558,2,637.56,1
568559,2,637.6,1
568560,1,637.64,1
568561,1,637.68,1
568562,1,637.72,1
568563,1,637.76,1
569563,2,634.52,1
569564,2,634.56,1
571557,1,634.6,1
571558,1,634.64,1
571559,1,634.68,1
571560,1,634.72,1
571561,1,634.76,1
571562,1,634.8,1
571563,1,634.84,1
571564,1,634.88,1
571565,1,634.92,1
571566,1,634.96,1
573068,2,663.36,1
573069,2,663.4,1
573070,2,663.44,1
573071,2,663.48,1
573072,2,663.52,1
573073,2,663.56,1
573074,2,663.6,1
573075,2,663.64,1
573076,2,663.68,1
573077,2,663.72,1
573078,2,663.76,1
573079,2,663.8,1
573080,2,663.84,1
573081,2,663.88,1
573082,2,663.92,1
573083,2,663.96,1
573084,2,664.0,1
573085,2,664.04,1
573086,2,664.08,1
573087,2,664.12,1
573088,2,664.16,1
573089,1,664.2,1
573090,1,664.24,1
573091,1,664.28,1
573092,1,664.32,1
573093,1,664.36,1
573094,1,664.4,1
573095,1,664.44,1
573096,1,664.48,1
573097,1,664.52,1
573098,1,664.56,1
574606,1,647.96,1
574607,1,648.0,1
574608,1,648.04,1
574609,1,648.08,1
574610,1,648.12,1
574611,1,648.16,1
574612,1,648.2,1
574613,1,648.24,1
574614,1,648.28,1
574615,1,648.32,1
574616,1,648.36,1
574617,1,648.4,1
574618,1,648.44,1
574619,1,648.48,1
574620,1,648.52,1
574621,1,648.56,1
574622,1,648.6,1
574623,1,648.64,1
574624,1,648.68,1
574625,1,648.72,1
574626,1,648.76,1
574627,1,648.8,1
574628,1,648.84,1
574629,1,648.88,1
574630,1,648.92,1
574631,1,648.96,1
574632,1,649.0,1
574633,1,649.04,1
574634,1,649.08,1
574635,1,649.12,1
574636,1,649.16,1
574637,1,649.2,1
574638,1,649.24,1
574639,1,649.28,1
574640,1,649.32,1
574641,1,649.36,1
574642,1,649.4,1
574643,1,649.44,1
574644,1,649.48,1
574645,1,649.52,1
574646,1,649.56,1
576269,2,665.88,1
576270,2,665.92,1
576271,2,665.96,1
576272,2,666.0,1
576273,2,666.04,1
576274,2,666.08,1
576275,2,666.12,1
576276,1,666.16,1
576277,1,666.2,1
576278,1,666.24,1
576279,1,666.28,1
576280,1,666.32,1
576281,1,666.36,1
576282,1,666.4,1
576283,1,666.44,1
576284,1,666.48,1
576285,1,666.52,1
576286,1,666.56,1
576287,1,666.6,1
576288,1,666.64,1
576289,1,666.68,1
576290,1,666.72,1
576291,1,666.76,1
576292,1,666.8,1
576293,1,666.84,1
576294,1,666.88,1
576295,1,666.92,1
576296,1,666.96,1
578861,1,664.64,1
578862,1,664.68,1
578863,1,664.72,1
578864,1,664.76,1
578865,1,664.8,1
578866,1,664.84,1
578867,1,664.88,1
578868,1,664.92,1
578869,1,664.96,1
578870,2,665.0,1
578871,2,665.04,1
578872,2,665.08,1
578873,2,665.12,1
578874,2,665.16,1
578875,2,665.2,1
578876,2,665.24,1
578877,2,665.28,1
578878,2,665.32,1
578879,2,665.36,1
578880,2,665.4,1
578881,2,665.44,1
578882,2,665.48,1
578883,2,665.52,1
578884,2,665.56,1
578885,2,665.6,1
578886,2,665.64,1
578887,2,665.68,1
578888,2,665.72,1
580086,1,640.64,1
580087,1,640.68,1
580088,1,640.72,1
580089,1,640.76,1
580090,1,640.8,1
580091,1,640.84,1
580092,1,640.88,1
580093,1,640.92,1
580094,1,640.96,1
580095,1,641.0,1
580096,1,641.04,1
580097,1,641.08,1
580098,1,641.12,1
580099,1,641.16,1
580100,1,641.2,1
580101,1,641.24,1
580102,1,641.28,1
581607,1,662.92,1
581608,1,662.96,1
581609,1,663.0,1
581610,1,663.04,1
581611,1,663.08,1
581612,1,663.12,1
581613,1,663.16,1
581614,1,663.2,1
581615,1,663.24,1
581616,1,663.28,1
581617,1,663.32,1
583413,3,668.12,1
583414,3,668.16,1
583415,3,668.2,1
583416,2,668.24,1
583417,2,668.28,1
583418,2,668.32,1
583419,2,668.36,1
583420,2,668.4,1
583421,2,668.44,1
583422,2,668.48,1
583423,2,668.52,1
583424,2,668.56,1
583425,2,668.6,1
583426,2,668.64,1
583427,2,668.68,1
583428,1,668.72,1
583429,1,668.76,1
583430,1,668.8,1
583431,1,668.84,1
583432,1,668.88,1
583433,1,668.92,1
583434,1,668.96,1
583435,1,669.0,1
585210,1,667.24,1
585211,1,667.28,1
585212,1,667.32,1
585213,1,667.36,1
585214,1,667.4,1
585215,1,667.44,1
585216,1,667.48,1
585217,1,667.52,1
585218,1,667.56,1
585219,1,667.6,1
585220,1,667.64,1
585221,1,667.68,1
585222,1,667.72,1
585223,2,667.76,1
585224,2,667.8,1
585225,2,667.84,1
585226,2,667.88,1
585227,2,667.92,1
585228,2,667.96,1
585229,2,668.0,1
585230,2,668.04,1
585231,2,668.08,1
589844,1,665.76,1
589845,1,665.8,1
589846,1,665.84,1
594299,1,681.52,1
594300,1,681.56,1
594301,1,681.6,1
594302,1,681.64,1
594303,1,681.68,1
594304,1,681.72,1
594305,1,681.76,1
594306,2,681.8,1
594307,2,681.84,1
594308,2,681.88,1
594309,2,681.92,1
594310,2,681.96,1
594311,2,682.0,1
594312,2,682.04,1
594313,2,682.08,1
594314,2,682.12,1
594315,2,682.16,1
594316,2,682.2,1
594317,2,682.24,1
594318,2,682.28,1
594319,2,682.32,1
594320,1,682.36,1
599284,1,680.76,1
599285,1,680.8,1
599286,1,680.84,1
599287,1,680.88,1
599288,1,680.92,1
599289,1,680.96,1
599290,1,681.0,1
599291,1,681.04,1
599292,1,681.08,1
599293,1,681.12,1
599294,1,681.16,1
599295,1,681.2,1
600584,2,673.44,1
600585,2,673.48,1
600586,2,673.52,1
600587,1,673.56,1
600588,1,673.6,1
600589,1,673.64,1
600590,1,673.68,1
600591,1,673.72,1
600592,1,673.76,1
600593,1,673.8,1
600594,1,673.84,1
601526,1,673.16,1
601527,1,673.2,1
601528,1,673.24,1
601529,1,673.28,1
601530,1,673.32,1
601531,1,673.36,1
601532,1,673.4,1
604585,2,684.52,1
604586,2,684.56,1
604587,2,684.6,1
604588,2,684.64,1
604589,2,684.68,1
604590,2,684.72,1
604591,2,684.76,1
604592,2,684.8,1
604593,2,684.84,1
604594,2,684.88,1
604595,2,684.92,1
604596,2,684.96,1
604597,2,685.0,1
604598,2,685.04,1
604599,2,685.08,1
604600,2,685.12,1
604601,2,685.16,1
604602,2,685.2,1
604603,2,685.24,1
606365,2,683.64,1
606366,1,683.68,1
606367,1,683.72,1
606368,1,683.76,1
606369,1,683.8,1
606370,1,683.84,1
606371,1,683.88,1
606372,1,683.92,1
606373,1,683.96,1
606374,1,684.0,1
606375,1,684.04,1
606376,1,684.08,1
606377,1,684.12,1
606378,1,684.16,1
606379,1,684.2,1
607340,1,683.04,1
607341,1,683.08,1
607342,1,683.12,1
607343,1,683.16,1
607344,1,683.2,1
607345,1,683.24,1
607346,1,683.28,1
607347,1,683.32,1
607348,1,683.36,1
607349,1,683.4,1
607350,1,683.44,1
607351,1,683.48,1
607352,1,683.52,1
607353,1,683.56,1
607354,1,683.6,1
609391,1,686.12,1
609392,1,686.16,1
609393,1,686.2,1
609394,1,686.24,1
609395,1,686.28,1
609396,1,686.32,1
609397,1,686.36,1
609398,1,686.4,1
609399,1,686.44,1
609400,1,686.48,1
609401,1,686.52,1
609402,1,686.56,1
609403,1,686.6,1
609404,1,686.64,1
609405,1,686.68,1
609406,1,686.72,1
609407,1,686.76,1
609408,1,686.8,1
609409,1,686.84,1
609410,1,686.88,1
612339,1,685.28,1
616119,2,709.64,1
616120,2,709.68,1
616121,2,709.72,1
616122,2,709.76,1
616123,2,709.8,1
616124,2,709.84,1
616125,2,709.88,1
616126,2,709.92,1
616127,2,709.96,1
616128,2,710.0,1
616129,2,710.04,1
616130,2,710.08,1
616131,2,710.12,1
616132,2,710.16,1
616133,2,710.2,1
616134,2,710.24,1
616135,2,710.28,1
616136,2,710.32,1
616137,2,710.36,1
616138,1,710.4,1
616139,1,710.44,1
616140,1,710.48,1
616141,1,710.52,1
616142,1,710.56,1
616143,1,710.6,1
616144,1,710.64,1
616145,1,710.68,1
616146,1,710.72,1
616147,1,710.76,1
616148,1,710.8,1
616149,1,710.84,1
616150,1,710.88,1
616151,1,710.92,1
616152,1,710.96,1
620772,1,709.2,1
620773,1,709.24,1
620774,1,709.28,1
620775,1,709.32,1
620776,1,709.36,1
620777,1,709.4,1
620778,1,709.44,1
620779,1,709.48,1
620780,1,709.52,1
620781,1,709.56,1
620782,1,709.6,1
623574,1,711.84,1
623575,1,711.88,1
623576,1,711.92,1
623577,1,711.96,1
623578,1,712.0,1
623579,1,712.04,1
623580,1,712.08,1
623581,1,712.12,1
623582,1,712.16,1
623583,1,712.2,1
623584,1,712.24,1
623585,1,712.28,1
623586,1,712.32,1
623587,1,712.36,1
623588,1,712.4,1
623589,1,712.44,1
623590,1,712.48,1
623591,1,712.52,1
623592,1,712.56,1
623593,1,712.6,1
623594,1,712.64,1
623595,1,712.68,1
623596,1,712.72,1
623597,1,712.76,1
623598,1,712.8,1
623599,1,712.84,1
623600,1,712.88,1
624915,1,708.2,1
624916,1,708.24,1
624917,1,708.28,1
624918,1,708.32,1
624919,1,708.36,1
624920,1,708.4,1
624921,1,708.44,1
624922,1,708.48,1
624923,1,708.52,1
624924,1,708.56,1
624925,1,708.6,1
624926,1,708.64,1
624927,1,708.68,1
624928,1,708.72,1
624929,1,708.76,1
624930,1,708.8,1
626702,1,713.8,1
626703,1,713.84,1
626704,1,713.88,1
626705,1,713.92,1
626706,1,713.96,1
626707,1,714.0,1
626708,1,714.04,1
626709,1,714.08,1
626710,1,714.12,1
626711,1,714.16,1
626712,1,714.2,1
626713,1,714.24,1
626714,1,714.28,1
626715,1,714.32,1
626716,1,714.36,1
626717,1,714.4,1
626718,1,714.44,1
626719,1,714.48,1
626720,1,714.52,1
626721,1,714.56,1
626722,1,714.6,1
626723,1,714.64,1
626724,1,714.68,1
626725,1,714.72,1
626726,1,714.76,1
631818,1,698.2,1
631819,1,698.24,1
631820,1,698.28,1
631821,1,698.32,1
631822,1,698.36,1
631823,1,698.4,1
631824,1,698.44,1
631825,1,698.48,1
631826,1,698.52,1
631827,1,698.56,1
631828,1,698.6,1
631829,1,698.64,1
631830,1,698.68,1
631831,1,698.72,1
631832,1,698.76,1
631833,1,698.8,1
631834,1,698.84,1
631835,1,698.88,1
631836,1,698.92,1
631837,1,698.96,1
631838,1,699.0,1
631839,1,699.04,1
631840,1,699.08,1
631841,1,699.12,1
631842,1,699.16,1
631843,1,699.2,1
631844,1,699.24,1
631845,1,699.28,1
631846,1,699.32,1
631847,1,699.36,1
631848,1,699.4,1
631849,1,699.44,1
631850,1,699.48,1
631851,1,699.52,1
631852,1,699.56,1
631853,1,699.6,1
631854,1,699.64,1
631855,1,699.68,1
631856,1,699.72,1
631857,1,699.76,1
631858,1,699.8,1
631859,1,699.84,1
631860,1,699.88,1
631861,1,699.92,1
631862,1,699.96,1
631863,1,700.0,1
632887,1,715.96,1
632888,1,716.0,1
632889,1,716.04,1
632890,1,716.08,1
632891,1,716.12,1
632892,1,716.16,1
632893,1,716.2,1
632894,1,716.24,1
632895,1,716.28,1
632896,1,716.32,1
632897,1,716.36,1
632898,1,716.4,1
632899,1,716.44,1
633842,1,717.16,1
633843,1,717.2,1
633844,1,717.24,1
633845,1,717.28,1
633846,1,717.32,1
633847,1,717.36,1
633848,1,717.4,1
633849,1,717.44,1
633850,1,717.48,1
633851,1,717.52,1
633852,1,717.56,1
633853,1,717.6,1
633854,1,717.64,1
633855,2,717.68,1
633856,1,717.72,1
633857,1,717.76,1
635151,2,719.48,1
635152,2,719.52,1
635153,2,719.56,1
635154,1,719.6,1
635155,1,719.64,1
635156,1,719.68,1
635157,1,719.72,1
635158,1,719.76,1
635159,1,719.8,1
635160,1,719.84,1
635161,1,719.88,1
635162,1,719.92,1
635163,1,719.96,1
636194,1,720.72,1
636195,1,720.76,1
636196,1,720.8,1
636197,2,720.84,1
636198,2,720.88,1
636199,2,720.92,1
636200,2,720.96,1
636201,2,721.0,1
636202,2,721.04,1
636203,2,721.08,1
636204,2,721.12,1
636205,2,721.16,1
636206,2,721.2,1
636207,2,721.24,1
636208,2,721.28,1
636209,2,721.32,1
637274,1,719.0,1
637275,1,719.04,1
637276,1,719.08,1
637277,1,719.12,1
637278,1,719.16,1
637279,1,719.2,1
637280,1,719.24,1
637281,1,719.28,1
637282,1,719.32,1
637283,1,719.36,1
637284,1,719.4,1
637285,1,719.44,1
639689,1,717.8,1
639690,1,717.84,1
639691,1,717.88,1
640681,2,724.04,1
640682,2,724.08,1
640683,2,724.12,1
640684,2,724.16,1
640685,2,724.2,1
640686,2,724.24,1
640687,2,724.28,1
640688,2,724.32,1
640689,2,724.36,1
640690,2,724.4,1
640691,1,724.44,1
640692,1,724.48,1
640693,1,724.52,1
640694,1,724.56,1
640695,1,724.6,1
640696,1,724.64,1
640697,1,724.68,1
640698,1,724.72,1
641832,1,721.36,1
643106,1,723.88,1
643107,1,723.92,1
643108,1,723.96,1
643109,1,724.0,1
644186,1,722.76,1
644187,1,722.8,1
644188,1,722.84,1
644189,1,722.88,1
644190,1,722.92,1
644191,1,722.96,1
644192,1,723.0,1
644193,1,723.04,1
644194,1,723.08,1
644195,1,723.12,1
644196,1,723.16,1
644197,1,723.2,1
644198,1,723.24,1
644199,1,723.28,1
645305,3,727.24,1
645306,3,727.28,1
645307,3,727.32,1
645308,3,727.36,1
645309,2,727.4,1
645310,2,727.44,1
645311,2,727.48,1
645312,2,727.52,1
645313,2,727.56,1
645314,2,727.6,1
645315,2,727.64,1
645316,2,727.68,1
645317,2,727.72,1
645318,2,727.76,1
645319,1,727.8,1
647149,2,727.16,1
647150,2,727.2,1
648163,1,725.4,1
648164,1,725.44,1
648165,1,725.48,1
648166,1,725.52,1
648167,1,725.56,1
648168,1,725.6,1
648169,1,725.64,1
648170,1,725.68,1
648171,1,725.72,1
648172,1,725.76,1
648173,1,725.8,1
648174,1,725.84,1
648175,1,725.88,1
