,inflow,time,link_id
383631,2,458.76,3
383632,2,458.8,3
383633,2,458.84,3
383634,2,458.88,3
383635,2,458.92,3
384462,4,537.0,3
384463,4,537.04,3
384464,4,537.08,3
384465,4,537.12,3
384466,4,537.16,3
384467,4,537.2,3
384468,4,537.24,3
384469,4,537.28,3
384470,4,537.32,3
384471,4,537.36,3
384472,4,537.4,3
384473,4,537.44,3
384474,4,537.48,3
384475,4,537.52,3
384476,4,537.56,3
384477,4,537.6,3
384478,4,537.64,3
384479,4,537.68,3
384480,4,537.72,3
384481,4,537.76,3
384482,4,537.8,3
384483,4,537.84,3
384484,4,537.88,3
384485,4,537.92,3
384486,4,537.96,3
384487,4,538.0,3
384488,4,538.04,3
384489,4,538.08,3
384490,4,538.12,3
384491,4,538.16,3
384492,4,538.2,3
384493,4,538.24,3
384494,4,538.28,3
384495,4,538.32,3
384496,4,538.36,3
384497,4,538.4,3
384498,4,538.44,3
384499,4,538.48,3
384500,4,538.52,3
384501,4,538.56,3
384502,4,538.6,3
384503,4,538.64,3
384504,4,538.68,3
384505,4,538.72,3
384506,4,538.76,3
384507,4,538.8,3
384508,4,538.84,3
384509,4,538.88,3
384510,4,538.92,3
384511,4,538.96,3
384512,4,539.0,3
384513,4,539.04,3
384514,4,539.08,3
384515,4,539.12,3
384516,4,539.16,3
384517,4,539.2,3
384518,4,539.24,3
384519,4,539.28,3
384520,4,539.32,3
384521,4,539.36,3
384522,4,539.4,3
384523,4,539.44,3
384524,4,539.48,3
384525,4,539.52,3
384526,4,539.56,3
384527,4,539.6,3
384528,4,539.64,3
384529,4,539.68,3
384530,4,539.72,3
384531,4,539.76,3
384532,4,539.8,3
384533,4,539.84,3
384534,4,539.88,3
384535,4,539.92,3
384536,4,539.96,3
384537,4,540.0,3
384538,4,540.04,3
384539,4,540.08,3
384540,4,540.12,3
384541,4,540.16,3
384542,4,540.2,3
384543,4,540.24,3
384544,4,540.28,3
384545,4,540.32,3
384546,4,540.36,3
384547,4,540.4,3
384548,4,540.44,3
384549,4,540.48,3
384550,4,540.52,3
384551,4,540.56,3
384552,4,540.6,3
384553,4,540.64,3
384554,4,540.68,3
384555,4,540.72,3
384556,4,540.76,3
384557,4,540.8,3
384558,4,540.84,3
384559,4,540.88,3
384560,4,540.92,3
384561,4,540.96,3
384562,4,541.0,3
384563,4,541.04,3
384564,4,541.08,3
384565,4,541.12,3
384566,4,541.16,3
384567,4,541.2,3
384568,4,541.24,3
384569,4,541.28,3
384570,4,541.32,3
384571,4,541.36,3
384572,4,541.4,3
384573,4,541.44,3
384574,4,541.48,3
384575,4,541.52,3
384576,4,541.56,3
384577,4,541.6,3
384578,4,541.64,3
384579,4,541.68,3
384580,4,541.72,3
384581,4,541.76,3
384582,4,541.8,3
384583,4,541.84,3
384584,4,541.88,3
384585,4,541.92,3
384586,4,541.96,3
384587,4,542.0,3
384588,4,542.04,3
384589,4,542.08,3
384590,4,542.12,3
384591,4,542.16,3
384592,4,542.2,3
384593,4,542.24,3
384594,4,542.28,3
384595,4,542.32,3
384596,4,542.36,3
384597,4,542.4,3
384598,4,542.44,3
384599,4,542.48,3
384600,4,542.52,3
384601,4,542.56,3
384602,4,542.6,3
384603,4,542.64,3
384604,4,542.68,3
384605,4,542.72,3
384606,4,542.76,3
384607,4,542.8,3
384608,4,542.84,3
384609,4,542.88,3
384610,4,542.92,3
384611,4,542.96,3
384612,4,543.0,3
384613,4,543.04,3
384614,4,543.08,3
384615,4,543.12,3
384616,4,543.16,3
384617,4,543.2,3
384618,4,543.24,3
384619,4,543.28,3
384620,4,543.32,3
384621,4,543.36,3
384622,4,543.4,3
384623,4,543.44,3
384624,4,543.48,3
384625,4,543.52,3
384626,4,543.56,3
384627,4,543.6,3
384628,4,543.64,3
384629,4,543.68,3
384630,4,543.72,3
384631,4,543.76,3
384632,4,543.8,3
384633,4,543.84,3
384634,4,543.88,3
384635,4,543.92,3
384636,4,543.96,3
384637,4,544.0,3
384638,4,544.04,3
384639,4,544.08,3
384640,4,544.12,3
384641,4,544.16,3
384642,4,544.2,3
384643,4,544.24,3
384644,4,544.28,3
384645,4,544.32,3
384646,4,544.36,3
384647,4,544.4,3
384648,4,544.44,3
384649,4,544.48,3
384650,4,544.52,3
384651,4,544.56,3
384652,4,544.6,3
384653,4,544.64,3
384654,4,544.68,3
384655,4,544.72,3
384656,4,544.76,3
384657,4,544.8,3
384658,4,544.84,3
384659,4,544.88,3
384660,4,544.92,3
384661,4,544.96,3
384662,4,545.0,3
384663,5,545.04,3
384664,5,545.08,3
384665,5,545.12,3
384666,5,545.16,3
384667,5,545.2,3
384668,5,545.24,3
384669,5,545.28,3
384670,5,545.32,3
384671,5,545.36,3
384672,5,545.4,3
384673,5,545.44,3
384674,5,545.48,3
384675,5,545.52,3
384676,5,545.56,3
384677,5,545.6,3
384678,5,545.64,3
384679,4,545.68,3
384680,4,545.72,3
384681,4,545.76,3
384682,4,545.8,3
384683,4,545.84,3
384684,4,545.88,3
384685,4,545.92,3
384686,4,545.96,3
384687,4,546.0,3
384688,4,546.04,3
384689,4,546.08,3
384690,4,546.12,3
384691,4,546.16,3
384692,4,546.2,3
384693,3,546.24,3
384694,2,546.28,3
384695,3,546.32,3
384696,3,546.36,3
384697,3,546.4,3
384698,3,546.44,3
384699,2,546.48,3
384700,2,546.52,3
384701,2,546.56,3
384702,2,546.6,3
384703,2,546.64,3
384704,3,546.68,3
384705,3,546.72,3
384706,3,546.76,3
384707,3,546.8,3
384708,3,546.84,3
384709,3,546.88,3
384710,3,546.92,3
388186,1,465.24,3
388187,1,465.28,3
388188,1,465.32,3
388189,1,465.36,3
388190,1,465.4,3
388191,1,465.44,3
388192,1,465.48,3
388193,1,465.52,3
388194,1,465.56,3
388195,1,465.6,3
388196,1,465.64,3
388197,1,465.68,3
388198,1,465.72,3
388199,1,465.76,3
388200,1,465.8,3
388201,1,465.84,3
388202,1,465.88,3
388203,1,465.92,3
388204,1,465.96,3
391071,2,502.52,3
391072,2,502.56,3
391073,2,502.6,3
391074,2,502.64,3
391075,2,502.68,3
391076,2,502.72,3
391077,2,502.76,3
391078,2,502.8,3
391079,2,502.84,3
391080,2,502.88,3
391081,2,502.92,3
391082,2,502.96,3
391083,2,503.0,3
391084,2,503.04,3
391085,2,503.08,3
391086,2,503.12,3
391087,2,503.16,3
391088,2,503.2,3
391089,3,503.24,3
391090,3,503.28,3
391091,2,503.32,3
391092,2,503.36,3
391093,2,503.4,3
391094,2,503.44,3
391095,2,503.48,3
391096,2,503.52,3
391097,2,503.56,3
391098,2,503.6,3
391099,2,503.64,3
391100,2,503.68,3
392286,3,461.04,3
392287,3,461.08,3
392288,3,461.12,3
392289,3,461.16,3
392290,3,461.2,3
392291,3,461.24,3
392292,3,461.28,3
392293,3,461.32,3
392294,2,461.36,3
392295,2,461.4,3
392296,2,461.44,3
392297,2,461.48,3
392298,2,461.52,3
392299,2,461.56,3
392300,2,461.6,3
392301,2,461.64,3
392302,2,461.68,3
392303,2,461.72,3
392304,2,461.76,3
394048,1,461.8,3
394049,1,461.84,3
394957,1,456.8,3
394958,1,456.84,3
394959,1,456.88,3
395745,1,458.96,3
395746,1,459.0,3
395747,1,459.04,3
395748,1,459.08,3
395749,1,459.12,3
395750,1,459.16,3
395751,1,459.2,3
395752,1,459.24,3
395753,1,459.28,3
395754,1,459.32,3
397209,1,509.48,3
397210,1,509.52,3
397211,1,509.56,3
397212,1,509.6,3
397213,1,509.64,3
397214,1,509.68,3
397215,1,509.72,3
397216,1,509.76,3
397217,1,509.8,3
397218,1,509.84,3
397219,1,509.88,3
397220,1,509.92,3
397221,1,509.96,3
397222,1,510.0,3
397223,1,510.04,3
397224,1,510.08,3
397225,1,510.12,3
397226,1,510.16,3
397227,1,510.2,3
397228,1,510.24,3
397229,1,510.28,3
397230,1,510.32,3
397231,1,510.36,3
397232,1,510.4,3
397233,1,510.44,3
397234,1,510.48,3
397235,2,510.52,3
398097,1,460.52,3
398098,1,460.56,3
398099,1,460.6,3
398100,1,460.64,3
398101,1,460.68,3
398102,1,460.72,3
398103,1,460.76,3
398104,1,460.8,3
398105,1,460.84,3
398106,1,460.88,3
398107,1,460.92,3
398108,1,460.96,3
398109,1,461.0,3
399754,1,462.72,3
399755,1,462.76,3
399756,1,462.8,3
399757,1,462.84,3
399758,1,462.88,3
399759,1,462.92,3
399760,1,462.96,3
399761,1,463.0,3
399762,1,463.04,3
399763,1,463.08,3
399764,1,463.12,3
399765,1,463.16,3
399766,1,463.2,3
399767,1,463.24,3
399768,1,463.28,3
399769,1,463.32,3
399770,1,463.36,3
399771,1,463.4,3
399772,1,463.44,3
400576,1,457.88,3
400577,1,457.92,3
400578,1,457.96,3
401359,1,463.56,3
401360,1,463.6,3
401361,1,463.64,3
401362,1,463.68,3
401363,1,463.72,3
401364,1,463.76,3
401365,2,463.8,3
401366,2,463.84,3
401367,2,463.88,3
401368,2,463.92,3
401369,2,463.96,3
401370,2,464.0,3
401371,2,464.04,3
401372,2,464.08,3
401373,2,464.12,3
401374,2,464.16,3
401375,2,464.2,3
401376,2,464.24,3
403132,1,500.48,3
403133,1,500.52,3
403134,1,500.56,3
403135,1,500.6,3
403136,1,500.64,3
403137,1,500.68,3
403138,1,500.72,3
403139,1,500.76,3
403140,1,500.8,3
403141,1,500.84,3
403142,1,500.88,3
403143,1,500.92,3
403144,1,500.96,3
403145,1,501.0,3
403146,1,501.04,3
403147,1,501.08,3
403148,1,501.12,3
403149,1,501.16,3
403150,1,501.2,3
403151,1,501.24,3
403152,1,501.28,3
403153,1,501.32,3
403154,1,501.36,3
403155,1,501.4,3
403156,1,501.44,3
403157,1,501.48,3
403158,1,501.52,3
403159,1,501.56,3
403160,1,501.6,3
403161,1,501.64,3
403162,1,501.68,3
403163,1,501.72,3
403164,1,501.76,3
404203,1,506.0,3
404204,1,506.04,3
404205,1,506.08,3
404206,1,506.12,3
404207,1,506.16,3
404208,1,506.2,3
404209,1,506.24,3
404210,1,506.28,3
404211,1,506.32,3
404212,1,506.36,3
404213,1,506.4,3
404214,1,506.44,3
404215,1,506.48,3
404216,1,506.52,3
404217,1,506.56,3
404218,1,506.6,3
404219,1,506.64,3
404220,1,506.68,3
404221,1,506.72,3
404222,1,506.76,3
404223,1,506.8,3
404224,1,506.84,3
405285,1,502.28,3
405286,1,502.32,3
405287,1,502.36,3
405288,1,502.4,3
405289,1,502.44,3
405290,1,502.48,3
406295,1,503.72,3
406296,1,503.76,3
406297,1,503.8,3
406298,2,503.84,3
406299,2,503.88,3
406300,2,503.92,3
406301,2,503.96,3
406302,2,504.0,3
406303,2,504.04,3
409961,1,507.56,3
409962,1,507.6,3
409963,1,507.64,3
409964,1,507.68,3
409965,1,507.72,3
409966,1,507.76,3
409967,1,507.8,3
409968,1,507.84,3
409969,1,507.88,3
409970,1,507.92,3
409971,1,507.96,3
409972,1,508.0,3
409973,1,508.04,3
409974,1,508.08,3
409975,1,508.12,3
409976,1,508.16,3
409977,1,508.2,3
409978,1,508.24,3
409979,1,508.28,3
409980,1,508.32,3
409981,1,508.36,3
409982,1,508.4,3
409983,1,508.44,3
409984,1,508.48,3
409985,1,508.52,3
409986,1,508.56,3
409987,1,508.6,3
411278,1,520.08,3
411279,1,520.12,3
411280,1,520.16,3
411281,1,520.2,3
411282,1,520.24,3
411283,1,520.28,3
411284,1,520.32,3
411285,1,520.36,3
411286,1,520.4,3
411287,1,520.44,3
411288,1,520.48,3
411289,1,520.52,3
411290,1,520.56,3
411291,1,520.6,3
411292,1,520.64,3
411293,1,520.68,3
412441,1,467.2,3
412442,1,467.24,3
412443,1,467.28,3
412444,1,467.32,3
412445,1,467.36,3
412446,1,467.4,3
412447,1,467.44,3
412448,1,467.48,3
412449,1,467.52,3
412450,1,467.56,3
412451,1,467.6,3
414965,1,464.28,3
414966,1,464.32,3
415989,1,470.48,3
415990,1,470.52,3
415991,1,470.56,3
415992,1,470.6,3
415993,1,470.64,3
415994,1,470.68,3
415995,1,470.72,3
415996,1,470.76,3
415997,1,470.8,3
415998,1,470.84,3
417829,1,504.8,3
417830,1,504.84,3
417831,1,504.88,3
417832,1,504.92,3
417833,1,504.96,3
417834,1,505.0,3
417835,1,505.04,3
417836,1,505.08,3
417837,1,505.12,3
417838,1,505.16,3
417839,1,505.2,3
417840,1,505.24,3
417841,1,505.28,3
417842,1,505.32,3
417843,1,505.36,3
417844,1,505.4,3
417845,1,505.44,3
417846,1,505.48,3
417847,1,505.52,3
417848,1,505.56,3
417849,1,505.6,3
417850,1,505.64,3
417851,1,505.68,3
417852,1,505.72,3
417853,1,505.76,3
417854,1,505.8,3
417855,1,505.84,3
417856,1,505.88,3
417857,1,505.92,3
418803,1,469.48,3
418804,1,469.52,3
418805,1,469.56,3
418806,1,469.6,3
418807,1,469.64,3
418808,1,469.68,3
418809,1,469.72,3
418810,1,469.76,3
418811,2,469.8,3
418812,2,469.84,3
418813,2,469.88,3
418814,2,469.92,3
418815,2,469.96,3
421646,1,548.08,3
421647,1,548.12,3
421648,1,548.16,3
421649,1,548.2,3
421650,1,548.24,3
421651,1,548.28,3
421652,1,548.32,3
421653,1,548.36,3
421654,1,548.4,3
421655,2,548.44,3
421656,2,548.48,3
421657,2,548.52,3
421658,2,548.56,3
421659,2,548.6,3
421660,2,548.64,3
421661,2,548.68,3
421662,3,548.72,3
421663,3,548.76,3
421664,3,548.8,3
421665,3,548.84,3
421666,3,548.88,3
421667,3,548.92,3
421668,3,548.96,3
421669,3,549.0,3
421670,3,549.04,3
421671,3,549.08,3
421672,3,549.12,3
421673,3,549.16,3
421674,3,549.2,3
421675,2,549.24,3
421676,2,549.28,3
421677,1,549.32,3
421678,1,549.36,3
421679,1,549.4,3
421680,1,549.44,3
421681,1,549.48,3
421682,1,549.52,3
421683,1,549.56,3
421684,1,549.6,3
421685,1,549.64,3
421686,1,549.68,3
421687,1,549.72,3
421688,1,549.76,3
421689,1,549.8,3
421690,1,549.84,3
421691,1,549.88,3
421692,1,549.92,3
421693,1,549.96,3
421694,1,550.0,3
421695,1,550.04,3
421696,1,550.08,3
423895,1,504.08,3
423896,1,504.12,3
423897,1,504.16,3
423898,1,504.2,3
423899,1,504.24,3
423900,1,504.28,3
423901,1,504.32,3
423902,1,504.36,3
423903,1,504.4,3
423904,1,504.44,3
423905,1,504.48,3
423906,1,504.52,3
423907,1,504.56,3
423908,1,504.6,3
423909,1,504.64,3
426111,1,470.0,3
426112,1,470.04,3
426113,1,470.08,3
426934,1,471.72,3
426935,1,471.76,3
426936,1,471.8,3
426937,1,471.84,3
426938,1,471.88,3
426939,1,471.92,3
426940,1,471.96,3
426941,1,472.0,3
426942,2,472.04,3
426943,2,472.08,3
429094,1,472.96,3
429095,1,473.0,3
429096,1,473.04,3
429097,1,473.08,3
429098,1,473.12,3
429099,1,473.16,3
429100,1,473.2,3
429101,1,473.24,3
429102,1,473.28,3
430046,1,472.12,3
430047,1,472.16,3
430048,1,472.2,3
430049,1,472.24,3
430050,1,472.28,3
430051,1,472.32,3
430052,1,472.36,3
431002,1,475.2,3
431003,1,475.24,3
431004,1,475.28,3
431005,1,475.32,3
431006,1,475.36,3
431007,1,475.4,3
431008,1,475.44,3
431009,1,475.48,3
431010,1,475.52,3
432041,1,513.68,3
432042,1,513.72,3
432043,1,513.76,3
432044,2,513.8,3
432045,2,513.84,3
432046,2,513.88,3
432047,2,513.92,3
432048,2,513.96,3
433209,1,517.0,3
433210,1,517.04,3
433211,1,517.08,3
433212,1,517.12,3
433213,1,517.16,3
433214,1,517.2,3
433215,1,517.24,3
433216,1,517.28,3
433217,1,517.32,3
433218,1,517.36,3
433219,1,517.4,3
434801,1,506.96,3
434802,1,507.0,3
434803,1,507.04,3
434804,1,507.08,3
434805,1,507.12,3
434806,1,507.16,3
434807,1,507.2,3
434808,1,507.24,3
434809,1,507.28,3
434810,1,507.32,3
434811,1,507.36,3
434812,1,507.4,3
434813,1,507.44,3
434814,1,507.48,3
438449,1,510.56,3
438450,1,510.6,3
438451,1,510.64,3
438452,1,510.68,3
438453,1,510.72,3
438454,1,510.76,3
438455,1,510.8,3
438456,1,510.84,3
438457,1,510.88,3
438458,1,510.92,3
438459,1,510.96,3
439949,1,518.36,3
439950,1,518.4,3
439951,1,518.44,3
439952,1,518.48,3
439953,1,518.52,3
439954,1,518.56,3
439955,1,518.6,3
439956,1,518.64,3
439957,1,518.68,3
439958,1,518.72,3
439959,1,518.76,3
441222,1,521.6,3
441223,1,521.64,3
441224,1,521.68,3
441225,1,521.72,3
441226,1,521.76,3
441227,1,521.8,3
441228,1,521.84,3
441229,1,521.88,3
441230,1,521.92,3
441231,1,521.96,3
442217,1,514.0,3
442218,1,514.04,3
442219,1,514.08,3
442220,1,514.12,3
442221,1,514.16,3
442222,1,514.2,3
442223,1,514.24,3
442891,3,534.08,3
442892,3,534.12,3
442893,3,534.16,3
442894,3,534.2,3
442895,3,534.24,3
442896,3,534.28,3
442897,3,534.32,3
442898,3,534.36,3
442899,3,534.4,3
442900,3,534.44,3
442901,3,534.48,3
442902,3,534.52,3
442903,3,534.56,3
442904,3,534.6,3
442905,3,534.64,3
442906,3,534.68,3
442907,3,534.72,3
442908,3,534.76,3
442909,3,534.8,3
442910,3,534.84,3
442911,3,534.88,3
442912,3,534.92,3
442913,3,534.96,3
442914,3,535.0,3
442915,3,535.04,3
442916,3,535.08,3
442917,3,535.12,3
442918,3,535.16,3
442919,3,535.2,3
442920,3,535.24,3
442921,3,535.28,3
442922,3,535.32,3
442923,3,535.36,3
442924,3,535.4,3
442925,3,535.44,3
442926,3,535.48,3
442927,3,535.52,3
442928,3,535.56,3
442929,3,535.6,3
442930,3,535.64,3
442931,3,535.68,3
442932,3,535.72,3
442933,3,535.76,3
442934,3,535.8,3
442935,3,535.84,3
442936,3,535.88,3
442937,3,535.92,3
442938,3,535.96,3
442939,3,536.0,3
442940,3,536.04,3
442941,3,536.08,3
442942,3,536.12,3
442943,3,536.16,3
442944,3,536.2,3
442945,3,536.24,3
442946,3,536.28,3
442947,3,536.32,3
442948,3,536.36,3
442949,3,536.4,3
442950,3,536.44,3
442951,3,536.48,3
442952,3,536.52,3
442953,3,536.56,3
442954,3,536.6,3
442955,3,536.64,3
442956,3,536.68,3
442957,3,536.72,3
442958,3,536.76,3
442959,3,536.8,3
442960,3,536.84,3
442961,3,536.88,3
442962,3,536.92,3
442963,3,536.96,3
444871,1,530.44,3
444872,1,530.48,3
444873,1,530.52,3
444874,2,530.56,3
444875,2,530.6,3
444876,2,530.64,3
444877,2,530.68,3
444878,2,530.72,3
444879,2,530.76,3
444880,2,530.8,3
444881,2,530.84,3
444882,2,530.88,3
444883,2,530.92,3
444884,2,530.96,3
444885,2,531.0,3
444886,2,531.04,3
444887,2,531.08,3
444888,2,531.12,3
444889,2,531.16,3
444890,2,531.2,3
444891,2,531.24,3
444892,2,531.28,3
444893,2,531.32,3
444894,2,531.36,3
444895,2,531.4,3
444896,2,531.44,3
444897,2,531.48,3
444898,2,531.52,3
444899,2,531.56,3
444900,2,531.6,3
444901,2,531.64,3
444902,2,531.68,3
444903,2,531.72,3
444904,2,531.76,3
444905,2,531.8,3
444906,2,531.84,3
444907,2,531.88,3
444908,2,531.92,3
444909,2,531.96,3
444910,2,532.0,3
444911,2,532.04,3
444912,2,532.08,3
444913,2,532.12,3
444914,2,532.16,3
444915,2,532.2,3
444916,2,532.24,3
444917,2,532.28,3
444918,2,532.32,3
444919,2,532.36,3
444920,2,532.4,3
444921,2,532.44,3
444922,2,532.48,3
444923,2,532.52,3
444924,2,532.56,3
444925,2,532.6,3
444926,2,532.64,3
444927,2,532.68,3
444928,2,532.72,3
444929,2,532.76,3
444930,2,532.8,3
444931,2,532.84,3
444932,2,532.88,3
444933,2,532.92,3
444934,2,532.96,3
444935,2,533.0,3
444936,2,533.04,3
444937,2,533.08,3
444938,2,533.12,3
444939,2,533.16,3
444940,2,533.2,3
444941,2,533.24,3
444942,2,533.28,3
444943,2,533.32,3
444944,2,533.36,3
444945,2,533.4,3
444946,2,533.44,3
444947,2,533.48,3
444948,2,533.52,3
444949,2,533.56,3
444950,2,533.6,3
444951,2,533.64,3
444952,2,533.68,3
444953,2,533.72,3
444954,2,533.76,3
444955,2,533.8,3
444956,2,533.84,3
444957,2,533.88,3
444958,2,533.92,3
444959,2,533.96,3
444960,2,534.0,3
444961,2,534.04,3
450792,2,551.92,3
450793,2,551.96,3
450794,2,552.0,3
450795,2,552.04,3
450796,2,552.08,3
450797,2,552.12,3
450798,2,552.16,3
450799,2,552.2,3
450800,2,552.24,3
450801,2,552.28,3
450802,2,552.32,3
450803,2,552.36,3
450804,2,552.4,3
450805,2,552.44,3
452011,1,515.76,3
452012,1,515.8,3
452013,1,515.84,3
452014,1,515.88,3
452015,1,515.92,3
452016,1,515.96,3
452017,1,516.0,3
452018,1,516.04,3
452019,1,516.08,3
452020,1,516.12,3
452021,1,516.16,3
452974,1,517.44,3
452975,1,517.48,3
452976,1,517.52,3
452977,1,517.56,3
452978,1,517.6,3
452979,1,517.64,3
452980,1,517.68,3
452981,1,517.72,3
452982,1,517.76,3
452983,1,517.8,3
452984,1,517.84,3
452985,1,517.88,3
455118,1,519.68,3
455119,1,519.72,3
455120,1,519.76,3
455121,1,519.8,3
455122,1,519.84,3
455123,1,519.88,3
455124,1,519.92,3
455125,1,519.96,3
455126,1,520.0,3
456820,2,546.96,3
456821,2,547.0,3
456822,2,547.04,3
456823,2,547.08,3
456824,2,547.12,3
456825,2,547.16,3
456826,2,547.2,3
456827,2,547.24,3
456828,2,547.28,3
456829,2,547.32,3
456830,2,547.36,3
456831,2,547.4,3
456832,2,547.44,3
456833,1,547.48,3
456834,1,547.52,3
456835,1,547.56,3
456836,1,547.6,3
456837,1,547.64,3
456838,1,547.68,3
456839,1,547.72,3
456840,1,547.76,3
456841,1,547.8,3
456842,1,547.84,3
456843,1,547.88,3
458877,1,554.8,3
458878,1,554.84,3
458879,1,554.88,3
458880,1,554.92,3
458881,1,554.96,3
458882,1,555.0,3
458883,1,555.04,3
458884,1,555.08,3
458885,1,555.12,3
458886,1,555.16,3
458887,1,555.2,3
458888,1,555.24,3
458889,1,555.28,3
458890,1,555.32,3
463412,2,560.04,3
463413,2,560.08,3
463414,2,560.12,3
463415,2,560.16,3
463416,2,560.2,3
463417,2,560.24,3
463418,2,560.28,3
463419,2,560.32,3
463420,2,560.36,3
463421,2,560.4,3
463422,2,560.44,3
463423,2,560.48,3
463424,1,560.52,3
463425,1,560.56,3
465179,1,522.04,3
465180,1,522.08,3
466273,1,553.48,3
466274,1,553.52,3
466275,1,553.56,3
466276,1,553.6,3
466277,1,553.64,3
466278,1,553.68,3
466279,1,553.72,3
466280,1,553.76,3
466281,2,553.8,3
466282,2,553.84,3
466283,2,553.88,3
466284,2,553.92,3
466285,2,553.96,3
466286,2,554.0,3
466287,2,554.04,3
466288,2,554.08,3
466289,2,554.12,3
466290,3,554.16,3
466291,3,554.2,3
466292,3,554.24,3
468700,1,562.36,3
468701,1,562.4,3
468702,1,562.44,3
468703,1,562.48,3
468704,1,562.52,3
468705,1,562.56,3
468706,1,562.6,3
468707,1,562.64,3
468708,1,562.68,3
468709,1,562.72,3
468710,1,562.76,3
468711,1,562.8,3
468712,1,562.84,3
468713,1,562.88,3
469724,1,555.56,3
469725,1,555.6,3
469726,1,555.64,3
469727,1,555.68,3
469728,1,555.72,3
469729,1,555.76,3
469730,1,555.8,3
469731,1,555.84,3
469732,1,555.88,3
469733,1,555.92,3
469734,2,555.96,3
469735,2,556.0,3
469736,2,556.04,3
469737,2,556.08,3
469738,2,556.12,3
469739,2,556.16,3
469740,2,556.2,3
469741,2,556.24,3
469742,2,556.28,3
471299,1,564.76,3
471300,1,564.8,3
471301,1,564.84,3
471302,2,564.88,3
471303,2,564.92,3
471304,2,564.96,3
471305,2,565.0,3
471306,2,565.04,3
471307,2,565.08,3
471308,2,565.12,3
471309,2,565.16,3
471310,2,565.2,3
471311,2,565.24,3
471312,2,565.28,3
472990,1,551.84,3
472991,1,551.88,3
473006,1,552.48,3
473007,1,552.52,3
474843,1,558.24,3
474844,1,558.28,3
474845,1,558.32,3
474846,1,558.36,3
474847,1,558.4,3
474848,1,558.44,3
474849,1,558.48,3
474850,1,558.52,3
474851,1,558.56,3
474852,1,558.6,3
474853,1,558.64,3
474854,1,558.68,3
474855,1,558.72,3
474856,1,558.76,3
476965,1,550.52,3
476966,1,550.56,3
476967,1,550.6,3
476968,1,550.64,3
476969,1,550.68,3
476970,1,550.72,3
476971,1,550.76,3
476972,1,550.8,3
476973,1,550.84,3
476974,1,550.88,3
476975,1,550.92,3
476976,1,550.96,3
476977,1,551.0,3
476978,1,551.04,3
476979,1,551.08,3
476980,1,551.12,3
476981,1,551.16,3
476982,1,551.2,3
476983,1,551.24,3
477951,3,590.96,3
477952,3,591.0,3
477953,3,591.04,3
477954,3,591.08,3
477955,2,591.12,3
477956,2,591.16,3
477957,2,591.2,3
477958,2,591.24,3
477959,2,591.28,3
477960,2,591.32,3
477961,2,591.36,3
477962,2,591.4,3
477963,2,591.44,3
477964,2,591.48,3
477965,2,591.52,3
477966,2,591.56,3
477967,2,591.6,3
477968,2,591.64,3
477969,2,591.68,3
477970,2,591.72,3
477971,2,591.76,3
477972,2,591.8,3
477973,2,591.84,3
477974,2,591.88,3
477975,2,591.92,3
477976,2,591.96,3
477977,2,592.0,3
477978,2,592.04,3
477979,2,592.08,3
477980,2,592.12,3
477981,2,592.16,3
477982,2,592.2,3
477983,2,592.24,3
477984,2,592.28,3
477985,2,592.32,3
477986,2,592.36,3
479099,1,599.0,3
479100,1,599.04,3
479101,1,599.08,3
479102,1,599.12,3
479103,1,599.16,3
479104,1,599.2,3
479105,1,599.24,3
479106,1,599.28,3
479107,1,599.32,3
479108,1,599.36,3
479109,1,599.4,3
479110,1,599.44,3
479111,1,599.48,3
479112,1,599.52,3
479113,1,599.56,3
479114,1,599.6,3
479115,1,599.64,3
480053,1,557.24,3
480054,1,557.28,3
480055,1,557.32,3
480056,1,557.36,3
480057,1,557.4,3
480058,1,557.44,3
480059,1,557.48,3
480060,1,557.52,3
480061,1,557.56,3
480062,1,557.6,3
480063,1,557.64,3
480064,1,557.68,3
480065,1,557.72,3
480066,1,557.76,3
480067,1,557.8,3
480068,1,557.84,3
480069,1,557.88,3
482108,2,593.8,3
482109,2,593.84,3
482110,2,593.88,3
482111,2,593.92,3
482112,2,593.96,3
482113,3,594.0,3
482114,3,594.04,3
482115,3,594.08,3
482116,3,594.12,3
482117,3,594.16,3
482118,3,594.2,3
482119,3,594.24,3
482120,3,594.28,3
482121,3,594.32,3
482122,3,594.36,3
482123,3,594.4,3
482124,3,594.44,3
482125,3,594.48,3
482126,3,594.52,3
482127,3,594.56,3
482128,3,594.6,3
482129,3,594.64,3
482130,3,594.68,3
482131,3,594.72,3
482132,2,594.76,3
482133,2,594.8,3
483245,2,554.28,3
483246,2,554.32,3
483247,2,554.36,3
483248,2,554.4,3
483249,2,554.44,3
484244,1,771.64,3
484245,1,771.68,3
484246,1,771.72,3
484247,1,771.76,3
484248,2,771.8,3
484249,2,771.84,3
484250,2,771.88,3
484251,2,771.92,3
484252,2,771.96,3
484253,2,772.0,3
484254,2,772.04,3
484255,2,772.08,3
486384,1,560.0,3
487404,1,554.48,3
487405,1,554.52,3
487406,1,554.56,3
487407,1,554.6,3
487408,1,554.64,3
487409,1,554.68,3
487410,1,554.72,3
487411,1,554.76,3
488430,1,556.32,3
488431,1,556.36,3
488432,1,556.4,3
488433,1,556.44,3
488434,1,556.48,3
488435,1,556.52,3
497583,1,561.04,3
497584,1,561.08,3
497585,1,561.12,3
497586,1,561.16,3
