lat,lon,speed,lon_acc,lat_acc,time,veh_id,link_id,link_distance,one_axis_trajectory
37.977790,23.737387,44.9555,-0.9748,0.1934,10.720000,5,3,1.6263455968935853e-05,2642433.8336028713
37.977786,23.737391,44.8069,-1.0889,0.2051,10.760000,5,3,1.6263455966423662e-05,2642434.2788808346
37.977782,23.737394,44.6427,-1.1913,0.2173,10.800000,5,3,1.6970562750849255e-05,2642434.612839307
37.977778,23.737397,44.4656,-1.2685,0.2298,10.840000,5,3,1.7677669527738376e-05,2642434.9467977798
37.977775,23.737400,44.2789,-1.3249,0.2428,10.880000,5,3,1.7677669527738376e-05,2642435.2807562524
37.977771,23.737403,44.0855,-1.3605,0.2562,10.920000,5,3,1.8384776312163942e-05,2642435.6147147245
37.977767,23.737406,43.8862,-1.4087,0.2699,10.960000,5,3,1.909188309156522e-05,2642435.9486731966
37.977764,23.737409,43.6790,-1.4692,0.2840,11.000000,5,3,1.909188309156522e-05,2642436.282631669
37.977760,23.737412,43.4648,-1.5045,0.2985,11.040000,5,3,1.9798989870966498e-05,2642436.6165901413
37.977756,23.737415,43.2472,-1.5189,0.3134,11.080000,5,3,2.0506096655392064e-05,2642436.950548614
37.977753,23.737417,43.0289,-1.5122,0.3287,11.120000,5,3,2.1213203434793342e-05,2642437.173187596
37.977749,23.737420,42.8107,-1.5181,0.3445,11.160000,5,3,2.1920310214194617e-05,2642437.507146068
37.977745,23.737423,42.5908,-1.5365,0.3607,11.200000,5,3,2.2627416998620183e-05,2642437.84110454
37.977742,23.737426,42.3700,-1.5297,0.3774,11.240000,5,3,2.2627416998620183e-05,2642438.1750630126
37.977738,23.737429,42.1521,-1.4966,0.3946,11.280000,5,3,2.333452377802146e-05,2642438.5090214848
37.977735,23.737432,41.9405,-1.4426,0.4120,11.320000,5,3,2.333452377802146e-05,2642438.8429799573
37.977731,23.737434,41.7362,-1.3954,0.4299,11.360000,5,3,2.4748737341848305e-05,2642439.065618939
37.977728,23.737437,41.5371,-1.3688,0.4481,11.400000,5,3,2.4748737341848305e-05,2642439.3995774114
37.977724,23.737440,41.3417,-1.3461,0.4666,11.440000,5,3,2.5455844121249583e-05,2642439.733535884
37.977721,23.737443,41.1497,-1.3205,0.4852,11.480000,5,3,2.5455844121249553e-05,2642440.067494356
37.977717,23.737445,40.9617,-1.2895,0.5030,11.520000,5,3,2.6870057685076424e-05,2642440.290133338
37.977714,23.737448,40.7789,-1.2501,0.5197,11.560000,5,3,2.6870057685076424e-05,2642440.62409181
37.977710,23.737451,40.6015,-1.2136,0.5351,11.600000,5,3,2.7577164464477705e-05,2642440.958050282
37.977707,23.737453,40.4282,-1.1939,0.5491,11.640000,5,3,2.8284271246391114e-05,2642441.1806892636
37.977703,23.737456,40.2562,-1.1948,0.5618,11.680000,5,3,2.899137802830455e-05,2642441.5146477367
37.977700,23.737459,40.0831,-1.2096,0.5730,11.720000,5,3,2.899137802830455e-05,2642441.8486062093
37.977696,23.737461,39.9085,-1.2142,0.5826,11.760000,5,3,3.0405591589619263e-05,2642442.0712451907
37.977693,23.737464,39.7347,-1.2004,0.5908,11.800000,5,3,3.0405591589619233e-05,2642442.405203663
37.977690,23.737466,39.5632,-1.1809,0.5973,11.840000,5,3,3.111269836902054e-05,2642442.6278426447
37.977686,23.737469,39.3940,-1.1696,0.6023,11.880000,5,3,3.181980515344611e-05,2642442.961801117
37.977683,23.737471,39.2258,-1.1665,0.6057,11.920000,5,3,3.2526911935359516e-05,2642443.1844400982
37.977679,23.737474,39.0588,-1.1533,0.6076,11.960000,5,3,3.323401871476076e-05,2642443.5183985704
37.977676,23.737476,38.8944,-1.1298,0.6079,12.000000,5,3,3.394112549416207e-05,2642443.7410375522
37.977673,23.737479,38.7338,-1.1006,0.6067,12.040000,5,3,3.394112549416204e-05,2642444.074996025
37.977669,23.737481,38.5768,-1.0795,0.6039,12.080000,5,3,3.535533906050101e-05,2642444.2976350063
37.977666,23.737484,38.4223,-1.0667,0.5996,12.120000,5,3,3.5355339060501067e-05,2642444.6315934784
37.977663,23.737486,38.2704,-1.0437,0.5937,12.160000,5,3,3.6062445839902284e-05,2642444.8542324603
37.977659,23.737488,38.1225,-1.0106,0.5861,12.200000,5,3,3.747665940121703e-05,2642445.0768714417
37.977656,23.737491,37.9797,-0.9716,0.5768,12.240000,5,3,3.7476659401217004e-05,2642445.4108299143
37.977653,23.737493,37.8422,-0.9380,0.5659,12.280000,5,3,3.818376618564256e-05,2642445.6334688957
37.977649,23.737495,37.7090,-0.9126,0.5535,12.320000,5,3,3.959797974695731e-05,2642445.856107877
37.977646,23.737497,37.5795,-0.8867,0.5395,12.360000,5,3,4.030508652635856e-05,2642446.078746859
37.977643,23.737500,37.4540,-0.8550,0.5240,12.400000,5,3,4.030508652635859e-05,2642446.4127053316
37.977639,23.737502,37.3339,-0.8136,0.5071,12.440000,5,3,4.1719300087673276e-05,2642446.635344313
37.977636,23.737504,37.2204,-0.7629,0.4891,12.480000,5,3,4.242640687209881e-05,2642446.857983295
37.977633,23.737506,37.1144,-0.7093,0.4708,12.520000,5,3,4.313351365401228e-05,2642447.0806222763
37.977630,23.737509,37.0156,-0.6625,0.4528,12.560000,5,3,4.3133513654012216e-05,2642447.4145807484
37.977626,23.737511,36.9229,-0.6250,0.4360,12.600000,5,3,4.4547727212814833e-05,2642447.6372197303
37.977623,23.737513,36.8354,-0.5914,0.4206,12.640000,5,3,4.525483399472824e-05,2642447.8598587117
37.977620,23.737515,36.7530,-0.5519,0.4068,12.680000,5,3,4.596194077664165e-05,2642448.082497693
37.977617,23.737517,36.6768,-0.5069,0.3946,12.720000,5,3,4.666904755604292e-05,2642448.305136675
37.977614,23.737519,36.6070,-0.4626,0.3839,12.760000,5,3,4.737615433795633e-05,2642448.527775656
37.977610,23.737521,36.5430,-0.4257,0.3751,12.800000,5,3,4.87903679017832e-05,2642448.7504146383
37.977607,23.737524,36.4834,-0.4033,0.3679,12.840000,5,3,4.87903679017832e-05,2642449.0843731104
37.977604,23.737526,36.4266,-0.3852,0.3625,12.880000,5,3,4.949747468369661e-05,2642449.307012092
37.977601,23.737528,36.3721,-0.3714,0.3589,12.920000,5,3,5.020458146309789e-05,2642449.5296510737
37.977597,23.737530,36.3196,-0.3582,0.3571,12.960000,5,3,5.1618795024412575e-05,2642449.752290055
37.977594,23.737532,36.2689,-0.3455,0.3570,13.000000,5,3,5.2325901803813846e-05,2642449.974929037
37.977591,23.737534,36.2190,-0.3475,0.3586,13.040000,5,3,5.3033008590751576e-05,2642450.1975680185
37.977588,23.737536,36.1685,-0.3538,0.3620,13.080000,5,3,5.3740115372664985e-05,2642450.420207
37.977585,23.737538,36.1168,-0.3644,0.3672,13.120000,5,3,5.4447222152066256e-05,2642450.6428459813
37.977581,23.737540,36.0635,-0.3756,0.3743,13.160000,5,3,5.5861435713380936e-05,2642450.8654849627
37.977578,23.737542,36.0086,-0.3874,0.3833,13.200000,5,3,5.656854249278228e-05,2642451.088123945
37.977575,23.737545,35.9509,-0.4139,0.3943,13.240000,5,3,5.656854249278223e-05,2642451.422082417
37.977572,23.737547,35.8892,-0.4433,0.4071,13.280000,5,3,5.727564927469569e-05,2642451.6447213986
37.977568,23.737549,35.8229,-0.4770,0.4217,13.320000,5,3,5.868986283852251e-05,2642451.8673603805
37.977565,23.737551,35.7514,-0.5161,0.4381,13.360000,5,3,5.93969696204359e-05,2642452.089999362
37.977562,23.737553,35.6741,-0.5577,0.4562,13.400000,5,3,6.010407640234938e-05,2642452.3126383433
37.977559,23.737555,35.5899,-0.6116,0.4760,13.440000,5,3,6.0811183181750595e-05,2642452.535277325
37.977556,23.737557,35.4974,-0.6724,0.4969,13.480000,5,3,6.151828996366406e-05,2642452.7579163066
37.977552,23.737559,35.3963,-0.7319,0.5168,13.520000,5,3,6.293250352246661e-05,2642452.980555288
37.977549,23.737561,35.2867,-0.7909,0.5350,13.560000,5,3,6.363961030438008e-05,2642453.2031942694
37.977546,23.737563,35.1690,-0.8431,0.5505,13.600000,5,3,6.434671708880562e-05,2642453.425833252
37.977543,23.737565,35.0446,-0.8856,0.5628,13.640000,5,3,6.505382387071903e-05,2642453.648472233
37.977540,23.737567,34.9138,-0.9306,0.5721,13.680000,5,3,6.57609306526325e-05,2642453.8711112146
37.977536,23.737569,34.7768,-0.9728,0.5781,13.720000,5,3,6.717514421143498e-05,2642454.093750196
37.977533,23.737570,34.6342,-1.0068,0.5807,13.760000,5,3,6.858935777274966e-05,2642454.205069687
37.977530,23.737572,34.4874,-1.0324,0.5800,13.800000,5,3,6.929646455466314e-05,2642454.4277086686
37.977527,23.737574,34.3382,-1.0395,0.5758,13.840000,5,3,7.000357133657648e-05,2642454.65034765
37.977524,23.737576,34.1879,-1.0486,0.5681,13.880000,5,3,7.071067811597783e-05,2642454.872986632
37.977521,23.737578,34.0361,-1.0596,0.5570,13.920000,5,3,7.141778489789124e-05,2642455.0956256134
37.977518,23.737580,33.8833,-1.0625,0.5425,13.960000,5,3,7.212489167729251e-05,2642455.318264595
37.977514,23.737581,33.7307,-1.0573,0.5246,14.000000,5,3,7.424621202554491e-05,2642455.4295840855
37.977511,23.737583,33.5801,-1.0336,0.5032,14.040000,5,3,7.49533188049462e-05,2642455.6522230674
37.977508,23.737585,33.4328,-1.0119,0.4784,14.080000,5,3,7.566042558685961e-05,2642455.874862049
37.977505,23.737587,33.2886,-0.9921,0.4499,14.120000,5,3,7.636753236626088e-05,2642456.0975010307
37.977502,23.737588,33.1477,-0.9642,0.4179,14.160000,5,3,7.778174593008775e-05,2642456.2088205214
37.977499,23.737590,33.0115,-0.9283,0.3821,14.200000,5,3,7.848885270948897e-05,2642456.431459503
37.977496,23.737592,32.8817,-0.8739,0.3426,14.240000,5,3,7.919595949140243e-05,2642456.654098484
37.977493,23.737593,32.7603,-0.8122,0.2994,14.280000,5,3,8.061017305271712e-05,2642456.7654179754
37.977490,23.737595,32.6476,-0.7524,0.2524,14.320000,5,3,8.131727983463059e-05,2642456.988056957
37.977487,23.737596,32.5431,-0.6997,0.2019,14.360000,5,3,8.273149339594527e-05,2642457.0993764475
37.977484,23.737598,32.4457,-0.6527,0.1478,14.400000,5,3,8.343860018288294e-05,2642457.322015429
37.977481,23.737599,32.3556,-0.5992,0.0903,14.440000,5,3,8.485281374419768e-05,2642457.4333349196
37.977479,23.737601,32.2741,-0.5322,0.0298,14.480000,5,3,8.485281373917342e-05,2642457.6559739015
37.977476,23.737603,32.2030,-0.4559,-0.0318,14.520000,5,3,8.555992052108676e-05,2642457.878612883
37.977473,23.737604,32.1424,-0.3850,-0.0934,14.560000,5,3,8.697413408240146e-05,2642457.9899323736
37.977470,23.737606,32.0911,-0.3277,-0.1528,14.600000,5,3,8.768124086933923e-05,2642458.212571355
37.977467,23.737607,32.0472,-0.2826,-0.2096,14.640000,5,3,8.909545443065391e-05,2642458.3238908467
37.977464,23.737609,32.0093,-0.2433,-0.2637,14.680000,5,3,8.980256121256732e-05,2642458.546529828
37.977461,23.737610,31.9772,-0.2027,-0.3150,14.720000,5,4,9.000000000014552e-05,2642458.657849319
37.977458,23.737612,31.9517,-0.1515,-0.3633,14.760000,5,4,8.800000000164232e-05,2642458.8804883
37.977455,23.737614,31.9340,-0.0951,-0.4085,14.800000,5,4,8.599999999958641e-05,2642459.103127282
37.977452,23.737615,31.9236,-0.0486,-0.4505,14.840000,5,4,8.499999999855845e-05,2642459.214446773
37.977449,23.737617,31.9189,-0.0160,-0.4894,14.880000,5,4,8.300000000005525e-05,2642459.4370857542
37.977446,23.737618,31.9180,0.0028,-0.5252,14.920000,5,4,8.19999999990273e-05,2642459.548405245
37.977444,23.737620,31.9205,0.0322,-0.5580,14.960000,5,4,8.00000000005241e-05,2642459.7710442264
37.977441,23.737622,31.9280,0.0722,-0.5877,15.000000,5,4,7.799999999846818e-05,2642459.9936832082
37.977438,23.737623,31.9406,0.1024,-0.6144,15.040000,5,4,7.700000000099294e-05,2642460.105002699
37.977435,23.737625,31.9565,0.1187,-0.6382,15.080000,5,4,7.499999999893703e-05,2642460.3276416804
37.977432,23.737627,31.9738,0.1211,-0.6589,15.120000,5,4,7.300000000043384e-05,2642460.550280662
37.977429,23.737629,31.9922,0.1341,-0.6766,15.160000,5,4,7.100000000193063e-05,2642460.772919643
37.977426,23.737630,32.0132,0.1577,-0.6911,15.200000,5,4,7.000000000090267e-05,2642460.8842391344
37.977423,23.737632,32.0369,0.1714,-0.7025,15.240000,5,4,6.799999999884676e-05,2642461.1068781163
37.977420,23.737634,32.0615,0.1708,-0.7108,15.280000,5,4,6.600000000034356e-05,2642461.3295170977
37.977417,23.737636,32.0851,0.1564,-0.7159,15.320000,5,4,6.400000000184036e-05,2642461.552156079
37.977414,23.737637,32.1067,0.1441,-0.7178,15.360000,5,4,6.30000000008124e-05,2642461.6634755703
37.977412,23.737639,32.1274,0.1432,-0.7165,15.400000,5,4,6.0999999998756487e-05,2642461.8861145517
37.977409,23.737641,32.1483,0.1472,-0.7121,15.440000,5,4,5.90000000002533e-05,2642462.108753533
37.977406,23.737643,32.1700,0.1539,-0.7042,15.480000,5,4,5.7000000001750095e-05,2642462.3313925145
37.977403,23.737645,32.1926,0.1600,-0.6915,15.520000,5,4,5.499999999969418e-05,2642462.5540314964
37.977400,23.737646,32.2155,0.1590,-0.6743,15.560000,5,4,5.399999999866623e-05,2642462.665350987
37.977397,23.737648,32.2382,0.1554,-0.6545,15.600000,5,4,5.200000000016303e-05,2642462.8879899685
37.977394,23.737650,32.2608,0.1583,-0.6325,15.640000,5,4,5.000000000165983e-05,2642463.11062895
37.977392,23.737652,32.2846,0.1726,-0.6084,15.680000,5,4,4.7999999999603915e-05,2642463.3332679323
37.977389,23.737654,32.3111,0.1961,-0.5820,15.720000,5,4,4.6000000001100716e-05,2642463.5559069137
37.977386,23.737656,32.3408,0.2163,-0.5535,15.760000,5,4,4.39999999990448e-05,2642463.778545895
37.977383,23.737658,32.3727,0.2263,-0.5228,15.800000,5,4,4.2000000000541604e-05,2642464.0011848765
37.977380,23.737660,32.4055,0.2289,-0.4901,15.840000,5,4,3.999999999848569e-05,2642464.2238238584
37.977377,23.737662,32.4387,0.2324,-0.4553,15.880000,5,4,3.79999999999825e-05,2642464.44646284
37.977374,23.737664,32.4725,0.2367,-0.4185,15.920000,5,4,3.600000000147929e-05,2642464.6691018213
37.977372,23.737666,32.5066,0.2378,-0.3796,15.960000,5,4,3.399999999942338e-05,2642464.891740803
37.977369,23.737668,32.5407,0.2356,-0.3386,16.000000,5,4,3.200000000092018e-05,2642465.1143797846
37.977366,23.737670,32.5740,0.2261,-0.2955,16.040000,5,4,2.9999999998864272e-05,2642465.3370187664
37.977363,23.737672,32.6059,0.2174,-0.2501,16.080000,5,4,2.800000000036107e-05,2642465.559657748
37.977360,23.737674,32.6367,0.2096,-0.2025,16.120000,5,4,2.600000000185787e-05,2642465.7822967293
37.977357,23.737676,32.6660,0.1985,-0.1524,16.160000,5,4,2.3999999999801958e-05,2642466.004935711
37.977354,23.737678,32.6936,0.1841,-0.1001,16.200000,5,4,2.200000000129876e-05,2642466.2275746926
37.977352,23.737680,32.7185,0.1623,-0.0454,16.240000,5,4,1.9999999999242846e-05,2642466.4502136745
37.977349,23.737682,32.7407,0.1454,0.0116,16.280000,5,4,1.8000000000739647e-05,2642466.672852656
37.977346,23.737684,32.7605,0.1293,0.0709,16.320000,5,4,1.5999999998683734e-05,2642466.8954916373
37.977343,23.737686,32.7773,0.1045,0.1325,16.360000,5,4,1.4000000000180535e-05,2642467.1181306187
37.977340,23.737688,32.7899,0.0706,0.1964,16.400000,5,4,1.2000000001677336e-05,2642467.3407696
37.977337,23.737690,32.7966,0.0226,0.2626,16.440000,5,4,9.999999999621423e-06,2642467.563408582
37.977334,23.737692,32.7960,-0.0309,0.3305,16.480000,5,4,8.000000001118224e-06,2642467.7860475634
37.977331,23.737694,32.7880,-0.0803,0.3983,16.520000,5,4,5.999999999062312e-06,2642468.008686546
37.977329,23.737696,32.7730,-0.1276,0.4651,16.560000,5,4,4.000000000559112e-06,2642468.231325527
37.977326,23.737698,32.7516,-0.1695,0.5296,16.600000,5,4,1.999999998503199e-06,2642468.4539645086
37.977323,23.737700,32.7245,-0.2065,0.5914,16.640000,5,4,0.0,2642468.67660349
37.977320,23.737702,32.6915,-0.2527,0.6505,16.680000,5,4,1.999999998503199e-06,2642468.8992424714
37.977317,23.737704,32.6517,-0.2995,0.7069,16.720000,5,4,4.000000000559112e-06,2642469.1218814533
37.977314,23.737706,32.6061,-0.3333,0.7604,16.760000,5,4,5.999999999062312e-06,2642469.3445204347
37.977311,23.737708,32.5568,-0.3519,0.8109,16.800000,5,4,8.000000001118224e-06,2642469.5671594166
37.977308,23.737710,32.5063,-0.3494,0.8586,16.840000,5,4,9.999999999621423e-06,2642469.789798398
37.977305,23.737712,32.4557,-0.3529,0.9033,16.880000,5,4,1.1999999998124624e-05,2642470.0124373795
37.977303,23.737714,32.4042,-0.3623,0.9451,16.920000,5,4,1.4000000000180535e-05,2642470.235076361
37.977300,23.737715,32.3523,-0.3587,0.9840,16.960000,5,4,1.5000000001208491e-05,2642470.346395852
37.977297,23.737717,32.3018,-0.3421,1.0199,17.000000,5,4,1.699999999971169e-05,2642470.5690348335
37.977294,23.737719,32.2553,-0.3043,1.0530,17.040000,5,4,1.8999999998214893e-05,2642470.791673815
37.977291,23.737721,32.2137,-0.2725,1.0833,17.080000,5,4,2.1000000000270802e-05,2642471.0143127968
37.977288,23.737723,32.1764,-0.2466,1.1109,17.120000,5,4,2.2999999998774e-05,2642471.236951778
37.977285,23.737724,32.1436,-0.2078,1.1355,17.160000,5,4,2.3999999999801958e-05,2642471.348271269
37.977282,23.737726,32.1174,-0.1560,1.1572,17.200000,5,4,2.599999999830516e-05,2642471.5709102503
37.977279,23.737728,32.1002,-0.0830,1.1758,17.240000,5,4,2.800000000036107e-05,2642471.793549232
37.977276,23.737729,32.0942,-0.0002,1.1913,17.280000,5,4,2.9000000001389033e-05,2642471.9048687234
37.977274,23.737731,32.0998,0.0768,1.2038,17.320000,5,4,3.0999999999892225e-05,2642472.127507705
37.977271,23.737733,32.1153,0.1390,1.2133,17.360000,5,4,3.2999999998395424e-05,2642472.350146686
37.977268,23.737734,32.1390,0.1903,1.2197,17.400000,5,4,3.399999999942338e-05,2642472.461466177
37.977265,23.737736,32.1703,0.2449,1.2231,17.440000,5,4,3.600000000147929e-05,2642472.684105159
37.977262,23.737737,32.2108,0.3175,1.2237,17.480000,5,4,3.6999999998954536e-05,2642472.795424649
37.977259,23.737739,32.2629,0.4060,1.2217,17.520000,5,4,3.9000000001010455e-05,2642473.0180636314
37.977256,23.737740,32.3271,0.4859,1.2181,17.560000,5,4,3.999999999848569e-05,2642473.1293831216
37.977253,23.737742,32.4016,0.5477,1.2147,17.600000,5,4,4.2000000000541604e-05,2642473.3520221035
37.977250,23.737743,32.4839,0.5954,1.2120,17.640000,5,4,4.299999999801685e-05,2642473.463341594
37.977247,23.737745,32.5722,0.6323,1.2100,17.680000,5,4,4.500000000007276e-05,2642473.6859805756
37.977244,23.737746,32.6662,0.6732,1.2086,17.720000,5,4,4.6000000001100716e-05,2642473.797300067
37.977241,23.737748,32.7677,0.7362,1.2077,17.760000,5,4,4.7999999999603915e-05,2642474.019939048
37.977238,23.737749,32.8792,0.8128,1.2074,17.800000,5,4,4.900000000063187e-05,2642474.131258539
37.977235,23.737751,33.0014,0.8845,1.2078,17.840000,5,4,5.099999999913507e-05,2642474.3538975203
37.977232,23.737752,33.1323,0.9323,1.2088,17.880000,5,4,5.200000000016303e-05,2642474.465217011
37.977229,23.737753,33.2682,0.9564,1.2104,17.920000,5,4,5.300000000119098e-05,2642474.576536502
37.977226,23.737755,33.4093,1.0026,1.2127,17.960000,5,4,5.499999999969418e-05,2642474.7991754836
37.977222,23.737756,33.5586,1.0711,1.2156,18.000000,5,4,5.600000000072214e-05,2642474.9104949743
37.977219,23.737757,33.7174,1.1347,1.2194,18.040000,5,4,5.699999999819739e-05,2642475.021814465
37.977216,23.737759,33.8837,1.1744,1.2237,18.080000,5,4,5.90000000002533e-05,2642475.244453447
37.977213,23.737760,34.0539,1.1903,1.2286,18.120000,5,4,6.000000000128126e-05,2642475.355772938
37.977209,23.737761,34.2281,1.2284,1.2338,18.160000,5,4,6.0999999998756487e-05,2642475.4670924284
37.977206,23.737763,34.4093,1.2887,1.2393,18.200000,5,4,6.30000000008124e-05,2642475.6897314102
37.977203,23.737764,34.5988,1.3441,1.2455,18.240000,5,4,6.399999999828765e-05,2642475.801050901
37.977200,23.737765,34.7944,1.3721,1.2522,18.280000,5,4,6.49999999993156e-05,2642475.9123703917
37.977196,23.737767,34.9923,1.3764,1.2596,18.320000,5,4,6.700000000137152e-05,2642476.1350093735
37.977193,23.737768,35.1917,1.3923,1.2674,18.360000,5,4,6.799999999884676e-05,2642476.246328864
37.977190,23.737769,35.3953,1.4358,1.2759,18.400000,5,4,6.899999999987472e-05,2642476.357648355
37.977186,23.737770,35.6069,1.5037,1.2849,18.440000,5,4,7.000000000090267e-05,2642476.4689678457
37.977183,23.737771,35.8292,1.5841,1.2941,18.480000,5,4,7.099999999837793e-05,2642476.5802873364
37.977179,23.737772,36.0629,1.6610,1.3017,18.520000,5,4,7.199999999940587e-05,2642476.691606827
37.977176,23.737774,36.3065,1.7231,1.3071,18.560000,5,4,7.40000000014618e-05,2642476.914245809
37.977172,23.737775,36.5582,1.7725,1.3098,18.600000,5,4,7.499999999893703e-05,2642477.025565299
37.977169,23.737776,36.8173,1.8252,1.3098,18.640000,5,4,7.5999999999965e-05,2642477.1368847904
37.977165,23.737777,37.0859,1.9055,1.3071,18.680000,5,4,7.700000000099294e-05,2642477.248204281
37.977162,23.737778,37.3672,2.0017,1.3016,18.720000,5,4,7.799999999846818e-05,2642477.359523772
37.977158,23.737779,37.6611,2.0803,1.2933,18.760000,5,4,7.899999999949615e-05,2642477.4708432625
37.977154,23.737780,37.9640,2.1265,1.2824,18.800000,5,4,8.00000000005241e-05,2642477.5821627537
37.977151,23.737781,38.2709,2.1362,1.2690,18.840000,5,4,8.099999999799934e-05,2642477.693482244
37.977147,23.737782,38.5796,2.1513,1.2531,18.880000,5,4,8.19999999990273e-05,2642477.804801735
37.977143,23.737783,38.8909,2.1718,1.2345,18.920000,5,4,8.300000000005525e-05,2642477.9161212263
37.977140,23.737784,39.2038,2.1747,1.2134,18.960000,5,4,8.400000000108321e-05,2642478.027440717
37.977136,23.737785,39.5159,2.1600,1.1896,19.000000,5,4,8.499999999855845e-05,2642478.138760207
37.977132,23.737786,39.8233,2.1088,1.1630,19.040000,5,4,8.599999999958641e-05,2642478.2500796984
37.977128,23.737787,40.1236,2.0630,1.1338,19.080000,5,4,8.700000000061436e-05,2642478.361399189
37.977124,23.737788,40.4178,2.0225,1.1019,19.120000,5,4,8.79999999980896e-05,2642478.47271868
37.977120,23.737789,40.7049,1.9645,1.0677,19.160000,5,4,8.899999999911756e-05,2642478.5840381705
37.977116,23.737790,40.9823,1.8890,1.0312,19.200000,5,4,9.000000000014552e-05,2642478.6953576617
37.977112,23.737791,41.2463,1.7768,0.9924,19.240000,5,4,9.100000000117348e-05,2642478.8066771524
37.977107,23.737792,41.4924,1.6421,0.9513,19.280000,5,4,9.199999999864872e-05,2642478.917996643
37.977103,23.737793,41.7196,1.5128,0.9080,19.320000,5,4,9.299999999967667e-05,2642479.029316134
37.977099,23.737793,41.9301,1.4114,0.8626,19.360000,5,4,9.299999999967667e-05,2642479.029316134
37.977095,23.737794,42.1279,1.3345,0.8149,19.400000,5,4,9.400000000070466e-05,2642479.1406356245
37.977091,23.737795,42.3145,1.2575,0.7650,19.440000,5,4,9.499999999817987e-05,2642479.2519551152
37.977086,23.737796,42.4880,1.1526,0.7130,19.480000,5,4,9.599999999920783e-05,2642479.363274606
37.977082,23.737797,42.6245,1.0705,0.6861,19.520000,5,4,9.700000000023581e-05,2642479.474594097
37.977078,23.737798,42.7527,0.9764,0.6572,19.560000,5,4,9.800000000126374e-05,2642479.585913588
37.977073,23.737798,42.8719,0.8871,0.6279,19.600000,5,4,9.800000000126374e-05,2642479.585913588
37.977069,23.737799,42.9825,0.7989,0.5987,19.640000,5,4,9.899999999873899e-05,2642479.6972330785
37.977065,23.737800,43.0848,0.7120,0.5696,19.680000,5,4,9.999999999976694e-05,2642479.8085525692
37.977060,23.737801,43.1790,0.6265,0.5405,19.720000,5,4,0.0001010000000007949,2642479.91987206
37.977056,23.737801,43.2628,0.5098,0.5113,19.760000,5,4,0.0001010000000007949,2642479.91987206
37.977052,23.737802,43.3326,0.3737,0.4822,19.800000,5,4,0.00010199999999827014,2642480.0311915507
37.977047,23.737803,43.3881,0.2602,0.4531,19.840000,5,4,0.0001029999999992981,2642480.142511042
37.977043,23.737804,43.4325,0.1733,0.4240,19.880000,5,4,0.00010400000000032605,2642480.2538305325
37.977039,23.737805,43.4698,0.1181,0.3950,19.920000,5,4,0.00010500000000135401,2642480.3651500237
37.977034,23.737805,43.4999,0.0252,0.3660,19.960000,5,4,0.00010500000000135401,2642480.3651500237
37.977030,23.737806,43.5163,-0.1132,0.3371,20.000000,5,4,0.00010599999999882925,2642480.476469514
37.978152,23.737120,0.0000,0.0000,0.0000,0.000000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.040000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.080000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.120000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.160000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.200000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.240000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.280000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.320000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.360000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.400000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.440000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.480000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.520000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.560000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.600000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.640000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.680000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.720000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.760000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.800000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.840000,6,2,4.64343433836226e-05,2642404.1112988302
37.978152,23.737120,0.0000,0.0000,0.0000,0.880000,6,2,4.64343433836226e-05,2642404.1112988302
